paragraph	label
In contrast, 8 Proteobacteria, 3 Firmicutes, and 2 Bacteroidetes bacteria were associated with functional biomarkers of @di$ UMI @/di$. The top five bacterial species that contained the highest numbers of functions associated with biomarkers of @di$ UMI @/di$ were the opportunistic and potential opportunistic species Escherichia coli, Enterobacter cloacae, @gm$ Citrobacter freundii @/gm$, Klebsiella pneumoniae, and Raoultella ornithinolytica (Fig. 4B). All of the identified aerobactin biosynthesis KOGs belonged to E. coli and E. cloacae. It is noteworthy that we identified bacterial species, including Escherichia coli, E. cloacae, B. thetaiotaomicron, and others, that are linked to functional biomarkers of both RMI and @di$ UMI @/di$.	1
In contrast, F.prausnitzii and @gm$ B.crossotus @/gm$ were two MHO-depleted species from our results. F.prausnitzii has been identified as a butyrate-producing bacterium, and it might function in the prevention and therapy of obesity-associated disease due to its production of anti-inflammatory metabolites. @gm$ B.crossotus @/gm$ has been reported to have decreased abundance in metabolic disorders, and high levels of @gm$ B.crossotus @/gm$ might protect against @di$ weight gain @/di$. In other words, both F.prausnitzii and @gm$ B.crossotus @/gm$ are protective species against obesity.	2
In contrast, amicoumacin A showed highly potent activity (inhibition zone >2 cm in diameter after overnight incubation) against all MSSA and MRSA strains tested including hospital-@di$ acquired MRSA @/di$ (HA-MRSA), community-@di$ acquired MRSA @/di$ (CA-MRSA), and Mu50, a HA-MRSA/VISA strain. In addition, @gm$ Staphylococcus carnosus @/gm$ and Streptococcus pyogenes are sensitive to amicoumacin A at a level similar to S.	1
In contrast, species Ruminococcus lactaris which was enriched in OPTIMED subgroup with no or mild SE both at M0 and M7d samples, has been enriched in healthy individuals compared to T2D patients or @di$ obese @/di$ subjects in various populations, as well as negatively associated with statin use. Within the healthy cohort (subgroup with no or mild SE) both before and after metformin use was characterized by an increased abundance of @gm$ Phascolarctobacterium succinatutens @/gm$, a succinate-consumer and substantial producer of short-chain fatty acids acetate and propionate.	2
In contrast, the 10 most abundant bacterial species within the modern @di$ calculus @/di$ samples were Propionibacterium acidifaciens (13.33%), Parascardovia denticolens (10.25%), Scardovia inopinata (8.57%), Lautropia mirabilis (3.66%), Actinomyces sp. oral taxon 414 (3.32%), Pseudopropionibacterium propionicum (3.06%), @gm$ Acinetobacter johnsonii @/gm$ (2.98%), Neisseria elongata (2.94%), Olsenella sp.	0
In contrast, the microbiome of INF-CVID patients showed a preponderance of several microbes associated with anti-@di$ inflammatory @/di$ effects, including Fusicatenibacter saccharivorans, Dorea longicatena, and Blautia faecie. Additionally, we identified in the gut microbiome of INF-CVID patients an enrichment of microbes that are associated with healthy metabolism, including @gm$ Anaerostipes hadrus @/gm$, Coprococcus catus, and Roseburia hominis.	2
In contrast, the subgingival plaque was made up primarily of Gram-negative anaerobic bacteria such as Fusobacterium nucleatum, @gm$ Porphyromonas gingivalis @/gm$, and Prevotella intermedia which are known to be @di$ periodontal pathogens @/di$.	1
In fact, patients with phenylketonuria, an @di$ inborn metabolic error @/di$, have been reported to have lower Odoribacter and @gm$ Ruminococcus @/gm$ abundance and interestingly, a study addressed by Moseley revealed that almost 26% of phenylketonuria patients had blood lipid profile alteration.	1
In fact, ureolytic activity has a key role in the pathogenesis of bacteria such as @gm$ Clostridium perfringens @/gm$, Helicobacter pylori, Klebsiella pneumoniae, Proteus mirabilis, Salmonella spp., Staphylococcus saprophyticus, Ureoplasma urealyticum, and Yersinia enterocolitica, and such activity has been reported in diseases such as urolithiasis, pyelonephritis, ammonia encephalopathy, HE, hepatic coma, and @di$ gastroduodenal infections @/di$.	1
In general, the @gm$ M. marinum @/gm$ infection model in zebrafish is well established. As @gm$ M. marinum @/gm$ is a common pathogen of zebrafish, it can be considered a more natural model for studying host-@gm$ mycobacterium @/gm$ interaction, than is, for example the M. tuberculosis mouse model. The histopathology of mycobacterial lesions in zebrafish has been shown to be more similar to human @di$ TB @/di$ than is the histopathology in the mouse model (reviewed in). The genetic similarities between @gm$ M. marinum @/gm$ and M. tuberculosis are well documented, including the currently known genes involved in virulence and in dormancy (Dos-regulon). Thus, it is likely that the characterization of phenomena involved in latent infections and dormancy in a @gm$ M. marinum @/gm$ infection, is useful for understanding human @di$ latent TB @/di$.	1
In general, the virulence of Shigella is in the order, S.dysenteriae > @gm$ S.flexneri @/gm$ > S.sonnei. The lack of ShET1 and Pic, and SepA in Ss046 may collectively make S.sonnei lesser virulent than @gm$ S.flexneri @/gm$, as these are probably the major determinants involved in the diarrhoeal phase of the @di$ infection @/di$.	1
In hepatobiliary cancers, a higher abundance of @gm$ Ruminococcus callidus @/gm$ and Erysipelotrichaceae bacterium-GAM147 was found in patients with longer progression-free survival (PFS), while a higher abundance of Veillonellaceae was found in patients with shorter PFS and overall survival (OS). The gut microbiome is associated with the clinical response to anti-programmed cell death protein 1 (PD-1) therapy in patients with hepatobiliary cancers. In metastatic @di$ melanoma @/di$, Faecalibacterium enrichment is associated with a good clinical response to ipilimumab (an immune checkpoint inhibitor targeting CTLA-4).	0
In humans, @gm$ Campylobacter @/gm$ causes symptoms such as severe diarrhoea and abdominal cramping. During @di$ infection @/di$, @gm$ Campylobacter @/gm$ trigger a range of immune responses and studies have shown that miRNAs are involved in regulating immune responses in several ways. The mechanisms known so far range from regulation of inflammation-dependent genes to control of apoptosis of infected host cells. Understanding miRNA function can provide new insights into the pathogenesis of microorganisms. Here, the role of miR-125a-5p in infections with bacterial pathogens is of particular interest. In Mycobacterium avium infections, miR-125a-5p was overexpressed in human macrophages as part of the innate immune response to the bacterial infection. On the other hand, upregulated miR-125a in Mycobacterium tuberculosis infections was associated with enhanced bacterial survival in human and murine macrophages. Furthermore, H. pylori infections in humans were accompanied by decreased miR-125a-5p expression and downregulation of miR-125a in mesenteric lymph nodes of piglets after Salmonella Typhimurium infection was identified, triggering diverse immune responses. Finally, @di$ C. jejuni infections @/di$ in mice have been recently found to be associated with reduced miR-125a-5p and enhanced miR-613-3p expression in the colon. Interestingly, all studies that have focussed on infections with intestinal pathogens revealed decreased expression of miR-125a-5p. In the present study, we focused on the interaction of miRNA-125a-5p with putative targets conserved in human and mice to emphasise its relevance in @di$ C. jejuni infections @/di$. In silico analysis determined two overlapping targets of both dysregulated miRNAs involved in mucin-type O-glycosylation being conserved in human and mice, St3gal1 and B4galt1. Here, miR-125a-5p was selected because of its known involvement in several bacterial infections, including @di$ C. jejuni infections @/di$.	1
In humans, although extra-intestinal diseases of @gm$ P. shigelloides @/gm$ are rare, it has been associated with secondary infections in immunocompromised states, including malignancy, blood disorders and hepatobiliary disease. @gm$ P. shigelloides @/gm$ may often be missed in stool samples due to its small colony size and relatively low prevalence in gastrointestinal samples. The lack of a routine assay for @gm$ P. shigelloides @/gm$ in cases of gastroenteritis means that this bacterium is identified only occasionally. Xia et al reported a case of @di$ meningoencephalitis @/di$ caused by @gm$ P. shigelloides @/gm$ with a fatal outcome in a Chinese neonate.	1
In humans, an intra-duodenal microbiome transfer from lean healthy donors to individuals with @di$ impaired insulin sensitivity @/di$ improves insulin sensitivity in the recipients (Vrieze et al.,). Interestingly, transferring the fecal microbiome from obese or lean discordant human twin pairs to mice resulted in impaired glucose metabolism in the mouse if the transfer came from an obese twin (Ridaura et al.,). In mice, antiobiotic-induced microbiome depletion improves peripheral insulin sensitivity caused by a WD (Suarez-Zamorano et al.,). The effect of gut microbiota on peripheral insulin sensitivity begins at the level of the intestinal mucosa, as WD-induced @di$ insulin resistance @/di$ is prevented by blocking live intestinal bacteria from translocating into the blood and tissues where they generate an inflammatory response (Amar et al.,). Bacterial translocation preceded WD-induced @di$ insulin resistance @/di$, and required functioning Nod1 and CD14 receptors, which bind to gram-negative bacteria. Furthermore, the translocation of bacteria and the @di$ insulin resistance @/di$ were preventable when animals were treated with the probiotic @gm$ Bifidobacterium Animalis @/gm$, which specifically prevents translocation of Enterobacteriaceae (Amar et al.,).	2
In humans, brucellosis can cause a severe febrile disease with various clinical complications ranging from mild to severe symptoms including undulant @di$ fever @/di$, joint pain arthritis, endocarditis, and meningitis. Brucella is a genus of Gram-negative facultative intracellular bacteria that belongs to the class Alphaproteobacteria. Currently, the genus consists of 10 species that are classified based on their host preferences. Although several Brucella species are potentially zoonotic agents, Brucella melitensis (B. melitensis), Brucella abortus (B. abortus), and @gm$ Brucella suis @/gm$ (@gm$ B. suis @/gm$) are considered the most pathogenic Brucella species that have a serious impact on public health and the livestock industry.	1
In its previous nomenclature as Bacteroides ureolyticus it was known to cause soft tissue infections and @di$ urethritis @/di$ and it has only recently been implicated as a cause of diarrhoea. Its significant association with UC in our study suggests that these patients may be susceptible to colonisation with @gm$ Campylobacter @/gm$ and perhaps this is genus-specific rather than to any particular @gm$ Campylobacter @/gm$ species. This is supported by the increased number of mixed @gm$ Campylobacter @/gm$ (with relatively rare members of the @gm$ Campylobacter @/gm$ genus, including C. showae, C. curvus and C. gracilis) in adults with ulcerative colitis as opposed to controls. This finding is similar to those in paediatric Crohn's disease reported by Man et al. The increased diversity of @gm$ Campylobacter @/gm$ species in UC may reflect a specific defect in the immunological handling of this genus in the intestinal mucosa of UC. The additional finding of mixed Helicobacteraceae and @gm$ Campylobacter @/gm$ species in UC suggest that this defect may extend to the entire phylum of Proteobacteria.	1
In light of the therapeutic effect of isoflavones and their derivatives in menopausal disorders and estrogenic-related @di$ osteoporosis @/di$, Kawada et al. proceeded to evaluate the enzymatic parameters of daidzein reductase, which is intervenient in the conversion of daidzein in the human intestine. According to their results related to enantioselectivity, a highly purified form of the enzyme from @gm$ Eggerthella sp. YY7918 @/gm$ was able to synthesise (R)-dihydrodaidzein (Figure 26), disclosing a methodology to obtain enantiomeric pure forms of (R)-dihydroisoflavones.	2
In mice, lung exposure to @gm$ Prevotella melaninogenica @/gm$ induced less toll-like receptor(TLR)2-dependent inflammation than the pathogen Haemophilus influenzae. Similarly, another Prevotella species induced TLR2 signaling but fewer pro-inflammatory cytokines than a cystic fibrosis (CF) pathogen in human CF bronchial epithelial cells. In the context of CF, both positive and negative roles have been attributed to anaerobic bacteria including @gm$ P. melaninogenica @/gm$, though Prevotella abundance correlates with milder CF in some cases. Prevotella species are not universally beneficial or benign members of the airway microbiome. Unlike @gm$ P. melaninogenica @/gm$, Prevotella intermedia is frequently isolated from periodontal abscesses, expresses virulence factors including a type 6 secretion system (T6SS), and enhances susceptibility to S. pneumoniae by upregulating a critical host adherence receptor. @gm$ P. melaninogenica @/gm$ has been identified in polymicrobial lung abscesses, though it is unclear which species drive abscess formation, and causes increased tissue damage in the context of bleomycin-induced @di$ pulmonary fibrosis @/di$ in mice.	1
In murine models the presence of certain bacteria, including Proteus mirabilis, Klebsiella pneumonia, and @gm$ Bilophila wadsworthia @/gm$ has been associated with colitis. Bacteria such as Citrobacter rodentium, Helicobacter pylori, Mycobacterium avium, and Salmonella enterica serovar Typhimurium are commonly used in animal models to trigger colitis-like conditions. In particular, the C. rodentium infection is used as a model for several important human @di$ intestinal disorders @/di$, including CD, UC, and colon tumorigenesis.	1
In nature, most biofilms comprise multiple species, and @di$ dental caries @/di$ arise from a polymicrobial infection process that is largely attributable to the formation of dental biofilms. S. mutans is considered to be one of the most important odontopathogens involved in the initiation and maturation of dental biofilms. @gm$ L. acidophilus @/gm$ is also known to be one of the most abundant species in dental biofilms, and it is connected to the production of extracellular homopolysaccharides and oligosaccharides, which are beneficial for biofilm accumulation and maturation.	1
In order of frequency, the pathogens were @gm$ Mycobacterium marinum @/gm$ (from aquariums), M. chelonae (from iatrogenic lesions) and M. avium-intracellulare (in immunodepression). M. fortuitum, M. ulcerans, M. flavescens, M. haemophilum and M. kansasii were rare. The formation of epithelial giant-cell @di$ granulomas @/di$ was observed in patients without any other pathology.	1
In order to identify the bacterial taxa differently abundant in the presence of sialidase activity, the 44 samples with molecular-@di$ BV @/di$ (CST IV) were tested using LEfSe. The relative abundances of 80 bacterial taxa that were the most representative population-wide (>0.05%) were used at this analysis. The list of all bacterial taxa and their respective overall abundances is provided in  Supplementary Table 2 .  Figure 1  depicts the result of LEfSe showing a total of 24 enriched taxa in the presence of sialidase activity, of which 7 (29%) belong to Prevotella genera. Other well-acknowledged @di$ BV @/di$-associated bacteria taxa were also enriched in sialidase-positive samples, such as Leptotrichia amnionii, Megasphaera sp., Mobiluncus curtisii, and @gm$ BVAB3 @/gm$ (the novel @gm$ Mageeibacillus indolicus @/gm$).	1
In other studies, high butyrate and propionate excretion was observed in @di$ obese @/di$ mice (Turnbaugh et al., 2006), corroborating the idea that a reduction in butyrate and propionate may provide some positive metabolic effects to the host. Additionally, the negative correlations between the abundance of P. goldsteinii and @gm$ B. hydrogenotrophica @/gm$ and isobutyrate concentration suggest that a high isobutyrate level may be unfavorable to possibly harmful bacteria (Wang et al., 2018), thus decreasing their abundance.	0
In our cohort, the B-cell-attracting chemokine CXCL13 in CSF could not significantly distinguish different viral pathogen-related diseases, such as TBE, @di$ VZV-infections @/di$, or HSV-1 (meningo-) encephalitis from each other, or multiple sclerosis, limbic encephalitis, paraneoplastic syndrome, neuroinfectious diseases of unknown pathogens, or bacterial meningitis. Thus, as described earlier, CXCL13 appears to be the intrinsic response to specific lipoprotein surface structures, such as OspA and Pam3C in the spirochete species Borrelia burgdorferi and @gm$ Treponema pallidum @/gm$, in contrast to lipopolysaccharides of pneumococci.	0
In our study, @gm$ Pseudomonas @/gm$ spp. isolates were detected in 46 faecal samples and ticks (6.5%), and the highest prevalence was detected among duck (93%) and wild boar samples (29%) that respectively were 28% and 41% regarding the 46 positive samples. A great variability of @gm$ Pseudomonas @/gm$ species was observed, being P. putida and P. aeruginosa the most predominant ones. P. aeruginosa was detected among sheep and wild boar samples. This species is one of the most relevant opportunistic human pathogens, although other species such as P. putida, P. fluorescens, P. mendocina, @gm$ P. fulva @/gm$ or P. monteilii, have also caused human @di$ clinical infections @/di$.	1
In our study, Akkermansia transplantation was performed to confirm whether Akkermansia was able to ameliorate @di$ vascular calcification @/di$. Interestingly, Akkermansia supplementation was suggested to relieve @di$ vascular calcification @/di$. Analysis of gut microbiota diversity showed that orally delivered Akkermansia changed the composition and structure of the microbiota. Akkermansia is a bacterium that degrades mucins, producing acetate, propionate and small nitrogen-containing molecules. Non-mucin-degrading bacteria utilise carbon and nitrogen sources provided by Akkermansia, promoting their own growth and colonisation. It has been reported that cocultured Akkermansia and non-mucin-degrading butyrate-producing bacteria, such as Faecalibacterium prausnitzii, @gm$ Anaerostipes caccae @/gm$, Roseburia and Eubacterium hallii, can mutually promote growth and butyrate production.	2
In our study, probiotic @gm$ B. animalis @/gm$ CP-9 in combination with phototherapy significantly decreased the serum bilirubin decline rate and phototherapy duration in the experimental group compared with the control group. Additionally, the probiotic strain effectively benefited the serum bilirubin decline rate in combination with phototherapy in the first 24 h. E. coli has been reported to facilitate the production of urobilin in vitro and beta-glucuronidase. Thus, we screened probiotic candidates for @di$ NJ @/di$ treatment based on their anti-E. coli activity. Section 1 of our study (in vitro screening part; Fig. 2) reveals that the probiotic @gm$ B. animalis @/gm$ CP-9 efficiently inhibited the growth of E. coli. A semiquantitative miniaturized system, API ZYM strip, was used to determine 19 enzymatic activities. The API ZYM test revealed that @gm$ B. animalis @/gm$ CP-9 secretes minimal amounts of beta-glucuronidase (Fig. S2). Therefore, probiotic @gm$ B. animalis @/gm$ CP-9 was used to study the clinical benefit of probiotics in @di$ NJ @/di$. Besides, the safety used of the probiotic @gm$ B. animalis @/gm$ CP-9 has been reported in previous study.	2
In our study, we found that @gm$ Coprococcus catus @/gm$ belonged to Firmicutes was the common microbial characteristics of diabetes, and contributed a lot to distinguish individuals with diabetes from controls, which is consistent with previous studies that phyla Firmicutes (eg.@gm$ Coprococcus catus @/gm$) were more abundant in obese people those had worse glucose level. Ruminococcus flora help gut epithelial cells to absorb sugars, which might contribute to weight gain in the host. Results from diabetic rats model demonstrated that blood glucose was positively correlated with Ruminococcus . In previous animal studies, two Parabacteroides species, including Parabacteroides distasonis and Parabacteroides goldsteinii, played roles in anti-obesity, hyperglycemia, and insulin resistant. Parabacteroides merdae, which is opportunistic pathogenic taxa, was reported frequently distributed in @di$ hypertensive @/di$ gut microbiome, further investigations whether Parabacteroides merdae play preventive role in the progression of diabetes need be conducted.	1
In parallel, independent studies exploring @di$ LBP @/di$ suggested that @gm$ CA @/gm$ was a contaminant rather than a real infectious agent.	0
In particular, the presence in the ileum of the clostridial species @gm$ Anaerostipes caccae @/gm$ was related with protection against @di$ food allergy @/di$.	2
In patients with Parkinson's diseases, changes in the content of 9 genera and 15 species of microorganisms were revealed: reduced content of Dorea, Bacteroides, Prevotella, Faecalibacterium, Bacteroides massiliensis, Stoquefichus massiliensis, Bacteroides coprocola, Blautia glucerasea, Dorea longicatena, Bacteroides dorei, Bacteroides plebeus, Prevotella copri, Coprococcus eutactus, and @gm$ Ruminococcus callidus @/gm$, and increased content of Christensenella, Catabacter, Lactobacillus, Oscillospira, Bifidobacterium, Christensenella minuta, Catabacter hongkongensis, Lactobacillus mucosae, Ruminococcus bromii, and Papillibacter cinnamivorans. This microbiological pattern of gut microflora can trigger local inflammation followed by aggregation of alpha-synuclein and generation of @di$ Lewy bodies @/di$.	1
In pigs, enterococci can cause serious infections, including sepsis preceded by high fever, @di$ rash @/di$ and muscle flaccidity. In addition to E. faecium and E. faecalis, other species have been isolated from farm animals, including @gm$ E. hirae @/gm$, E.	1
In previous studies enrichment of Escherichia-Shigella (Proteobacteria), Veillonella (Firmicutes), Faecalibacterium (Firmicutes), Eubacterium rectale group (Firmicutes), Streptococcus (Firmicutes), Lachnospiraceae NK4A136 group (Firmicutes), and reduced Prevotella strain 9 (Bacteroidetes), Megamonas (Firmicutes), and Fusobacterium (Fusobacteria) were detected in @di$ AS @/di$ patients. @di$ AS @/di$-enriched species including Bacteroides coprophilus, Parabacteroides distasonis, Eubacterium siraeum, @gm$ Acidaminococcus fermentans @/gm$ and Prevotella copri were identified in @di$ AS @/di$ patients via metagenomic analyses.	1
In previous studies, all patients with abscesses caused by @gm$ B. gladioli @/gm$ infections were local, but multiple skin abscesses associated with bacteremia caused by @gm$ B. gladioli @/gm$ were reported for the first time. Basic information of published cases and this case is shown in Table 2. @gm$ B. gladioli @/gm$ is easily neutralized by human serum or complement factors; thus, healthy people are rarely infected with this bacterium. This patient had a history of pneumonia, which provided the same pathological background as in the reported cases of @gm$ B. gladioli @/gm$ infections, most of which were patients with cystic fibrosis and chronic granuloma diseases, suggesting that people with underlying diseases are more susceptible to @gm$ B. gladioli @/gm$. In addition, @gm$ B. gladioli @/gm$ can also easily infect newborns with low immune functions. Consistent with some reports, @gm$ B. gladioli @/gm$ was obtained from the blood and abscess secretions of the patients. It has also been reported that @gm$ B. gladioli @/gm$ was detected in lymph nodes, cornea, and sputum; therefore, it is possible to improve the detection rates of the bacterium by simultaneously examining the blood, sputum, as well as various other secretions in patients. The patient in this report had no other clinical manifestations except for skin abscesses during hospitalization, which was different from previous cases who had a fever, @di$ cough @/di$, and other symptoms. Previous studies showed that commercial tests such as the API or VITEK bacterial identification system could mistakenly identify @gm$ B. gladioli @/gm$ as B. cepacia. Other studies used cell fatty acid analysis or partial gene sequencing of 16S-23S rRNA to identify @gm$ B. gladioli @/gm$, but the risks of misidentification always exist.	1
In previous studies, independent risk factors for the acquisition of bacteremia due to enterococci with @di$ HLGR @/di$ were intensive care unit stay, previous use of antibiotics, especially broad-spectrum cephalosporin, chronic renal failure and @gm$ E. faecalis @/gm$ species. The results of our study are consistent with these findings; however, @gm$ E. faecalis @/gm$ species was not a risk factor in our study. Two kinds of patients were at especially high risk of acquiring infections with HLGR enterococci in our study: patients with neutropenia and patients with intensive care unit stay. Our data suggest that the judicious use of 3rd generation cephalosporin is important to reduce infections caused by enterococci with @di$ HLGR @/di$, especially in patients belonging to these two groups.	1
In recent years, the gut microbiota of patients with AIDs, including rheumatoid arthritis, systemic lupus erythematosus, spondyloarthritis primary Sjogren's syndrome and @di$ Behcet's disease @/di$, was found to be significantly different from that of healthy people. Species that colonize the human gut, such as @gm$ Prevotella copri @/gm$, Ruminococcus gnavus and Lactobacillus salivarius, are implicated in the pathogenesis of AIDs.	1
In summary, @gm$ P. fulva @/gm$ is a very rare @di$ infection @/di$ in humans and only three cases have been described until now. Although this bacterium is usually an environmental microorganism, physicians and microbiologists should be aware of this @di$ infection @/di$ above all in patients with @di$ posttraumatic infections @/di$.	1
In support of this notion, a microbiota-dependent activation signal in the gut was shown to activate retina-specific T cells and intraocular inflammation in a mouse model of spontaneous @di$ uveitis @/di$. Additionally, metabolites from the abnormal gut microbiota may dysregulate host energy metabolism and induce chronic, low-grade inflammation that increases disease susceptibility. As for protective role of gut commensals in AMD, it has been reported that gut abundance of @gm$ Bacteroides @/gm$ was negatively correlated with complement factor H. Thus, it is worth pursuing whether @gm$ Bacteroides @/gm$ species have a protective effect on the development of AMD via suppressing the complement system.	2
In terms of isoflavones, there is evidence in animal models that genistein has neuroprotective properties for ALS, as it eliminates the production of proinflammatory cytokines and improves @di$ gliosis @/di$ in the spinal cord. Additionally, it improves the viability of motor neurons in animal models, therefore, the effects are expected to be equally beneficial in human ALS models. Regarding its role in gut microbiota, this seems beneficial. It has been observed how an increase in several bacterial strains of Lactobacillus spp. is achieved, which are also associated with a 30% rise in SCFA. In addition, the production of microorganisms of the Clostridium coccoides-Eubacterium rectale group, Lactobacillus-Enterococcus group, Faecalibacterium prausnitzii subgroup and @gm$ Bifidobacterium @/gm$ genus was stimulated in postmenopausal women.	2
In that sense, in 2011, a hybrid EAEC-@gm$ STEC O104:H4 @/gm$ caused an important outbreak in Europe. Between 1992 and 2012, four EAEC-STEC hybrid strains were associated with small outbreak and sporadic cases of @di$ HUS @/di$.	1
In the Global Enteric Multicenter Study (GEMS), Campylobacter species had the 5th greatest attributable fraction of moderate-to-severe @di$ diarrhea @/di$ in children under 5, with an attributable fraction as high as 16.4% in some areas. The Etiology, Risk Factors and Interactions of Enteric Infections and Malnutrition and the Consequences for Child Health and Development (MAL-ED) is a birth cohort study conducted in eight different countries. Analyses from MAL-ED have also identified a significant burden of @di$ diarrhea @/di$ associated with Campylobacter using both enzyme immunoassay (EIA) and polymerase chain reaction (PCR) for detection. An analysis of a subset of Campylobacter-positive samples showed that roughly 30% of detections by EIA were due to other Campylobacter species, including C. hyointestinalis, C. troglodytis, and C. upsaliensis, which made up an important fraction of the disease burden. This finding is important because other diagnostic tests, both culture and FDA-approved nucleic acid based including tests such as BD Max Enteric Bacterial Panel, BD Diagnostics (Hunt Valley, MD), and BioFire Film Array Gastrointestinal Panel (Salt Lake City, UT), often target C. jejuni and @gm$ C. coli @/gm$ but do not reliably detect other Campylobacter species.	1
In the HPV-clearance women, multivariate logistic analysis and LEfSe analysis confirmed the significant enrichment of species @gm$ G. vaginalis @/gm$, E. eligens and Ureaplasma urealyticum. The clearance effect might be due to the innate immune response (Toll-like receoptors-TLR) that is involved in a cascade of events promoting HPV clearance. TLR 3 and TLR9 play a role in regulating the pro-inflammatory cytokine and anti-viral environments of the lower female genital tract during viral and @di$ bacterial infection @/di$; intense inflammatory response induced by @gm$ G. vaginalis @/gm$ in viral clearance, as well as viral proteins and other intrinsic host factors (such as sexual behaviors) responsible for HPV clearance.	1
In the TDA co-enrichment analysis, however, this species was associated with the probiotic species associated with the low severity group - @gm$ Bifidobacterium bifidum @/gm$ - and Eubacterium hallii, Ruminoccus obeum, and Dorea formicigenerans. This could suggest an indirect mechanism of action on COVID-19 severity by reducing the abundance of those probiotic species that future studies should explore further. In line with the TDA finding and the Zuo et al. study, but not the PERMANOVA finding, the literature suggests a more pro-inflammatory profile of Collinsella aerofacis, as it seems to play a role in regulating immunity: it is associated with immunotoxicity in immune checkpoint inhibitor therapy in cancer, with type 2 diabetes, and with rheumatoid arthritis, although other studies report the opposite. In overweight and @di$ obese @/di$ pregnant women, a study found a positive association of the genus Collinsella with circulating insulin and a negative association with dietary fibre intake.	1
In the United States, there have been four documented cases of @gm$ P. mendocina @/gm$-related @di$ infections @/di$, which include three reports of bacteremia and one report of infective endocarditis. In this case report, we present the first documented case of urinary tract infection caused by @gm$ P. mendocina @/gm$.	1
In the adjusted regression models, the bacterial burden index reflecting the total bacterial load was associated with moderate to severe @di$ periodontitis @/di$ with an OR of 2.40 (95% CI 1.39-4.13) (Table 5 and Figure 2). When A. actinomycetemcomitans was excluded from the combination of the bacteria, the OR was improved to 2.61 (95% CI 1.51-4.52). When P. intermedia was further excluded from the combination, and only the concentrations of P. gingivalis and @gm$ T. forsythia @/gm$ were used, the OR was increased to 3.59 (95% CI 1.94-6.63) (Table 5 and Figure 2). The bacteria to be excluded one-by-one from the model were chosen because they had the weakest association with @di$ periodontitis @/di$.	1
In the colon, the abundance of several OTUs belonging to Lactobacillus reuteri, Roseburia hominis, Roseburia intestinalis, Prevotella copri, Clostridium sartagoforme, @gm$ Roseburia faecis @/gm$, and Lactobacillus rogosae was lower (p < 0.05) in the AH02LA group than that in the control group, whereas the abundance of OTU38 (Sphingomonas paucimobilis) was higher in the AH02LA group compared with control group (p < 0.05). The OTUs related to Kineothrix alysoides and Eubacterium coprostanoligenes were solely detected in the control group. Furthermore, in the ileum, the abundance of OTUs closely related to Actinobacillus porcinus, Fusobacterium nucleatum, Bacteroides thetaiotaomicron, Campylobacter fetus, Desulfovibrio piger, Agathobacter ruminis, Parabacteroides johnsonii, and Lactococcus piscium were higher (p < 0.05) in piglets with @di$ diarrhea @/di$ compared to piglets without @di$ diarrhea @/di$ (Figure S12). The OTUs related to Butyricimonas virosa, Sharpea azabuensis, Alistipes senegalensis and Tyzzerella nexilis were solely detected in the piglets with @di$ diarrhea @/di$.	1
In the context of @di$ CF @/di$, lemongrass oil (that contains about 65-85% citral) was found to inhibit the in vitro growth of drug resistant strains belonging to the Burkholderia cepacia complex. On P. aeruginosa, its effects ranged from negligible (MIC > 17 mg/mL) to mild (MIC = ~ 9 mg/mL). Other EOs known to contain citral (lemon, bergamot, orange, myrtle, and basil oils) yielded similar results on @di$ CF @/di$ or reference strains. Likely accounting for this poor activity, P. aeruginosa together with other Pseudomonas sp. such as P. citronellolis and @gm$ P. mendocina @/gm$, is able to degrade citral and to use it as sole source of carbon and energy.	1
In the context of @di$ obesity @/di$, the antimicrobial properties of (poly)phenols have been linked to the prevention of gut dysbiosis. Many gut opportunistic bacteria encountered in cases of @di$ obesity @/di$ and IBD are inhibited by (poly)phenol-enriched diets (Table 1). In line with this, a black raspberry phenolic extract inhibited 10 bacterial genera from the phylum Firmicutes, and especially Ruminococcus, while the abundance of A. muciniphila was increased 157-fold in C57BL/6J mice fed an obesogenic diet. Also, a 4-week oolong tea (poly)phenols treatment repressed gut dysbiosis in HFD-induced @di$ obesity @/di$ mouse model colonized with human gut microbiota; it increased the taxa of Prevotellaceae, and reduced Ruminococcaceae, Lachnospiraceae and, Veillonellaceae. The dietary administration of epigallocatechin-3-gallate (EGCG) to C57BL/6N mice fed an HFD, significantly lowered the abundance of the genera Mucispirillum, Ruminococcus, Lachnospiraceae, Desulfovibrionaceae and, Anaerotruncus, and significantly increased the abundance of the genera @gm$ Adlercreutzia @/gm$, Akkermansia, Allobaculum, and Parabacteroides.	2
In the current study, the therapeutic potential of seven LAB strains in combination to treat IBD was evaluated using experimental @di$ colitis @/di$ model. This LAB cocktail, designated GI7, includes four strains of Lactobacillus acidophilus, Lactobacillus plantarum, Lactobacillus rhamnosus, Lactococcus lactis, two strains of Bifidobacterium bifidum, Bifidobacterium breve, and one strain of @gm$ Streptococcus thermophilus @/gm$. We confirmed that GI7 suppressed pro-inflammatory cytokines in Raw264.7 macrophages. When dextran sulphate sodium-induced colitic mice were treated with GI7, their symptoms of @di$ colitis @/di$, as assessed by body weight, colon length, myeloperoxidase activity, intestinal bleeding, and histological damage, were reduced compared to untreated mice.	2
