# ANI ranges report for assembly: GCA_001709315.1
# Submitted organism: Pantoea agglomerans (taxid = 549, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; Pantoea agglomerans group)
# Submitted Organism Has Type Assembly: Yes
# Best match: Pantoea agglomerans (taxid = 549, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; Pantoea agglomerans group)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP016889.1	CIRCULAR	3910554	3923454	4182028	CP077366.1	2324315	2337157	GCA_019048385.1	Pantoea agglomerans	97.5069	96	0.308487
-	CP016889.1	CIRCULAR	3923484	3924092	4182028	CP077366.1	2323647	2324255	GCA_019048385.1	Pantoea agglomerans	96.7213	96	0.0145623
-	CP016889.1	CIRCULAR	3926064	3928923	4182028	CP077366.1	2320386	2323248	GCA_019048385.1	Pantoea agglomerans	94.8655	96	0.0683879
S	CP016889.1	CIRCULAR	3932274	3933490	4182028	FOVG01000001.1	854286	855503	GCA_900115075.1	Candidatus Pantoea varia	82.8431	96	0.0291007
-	CP016889.1	CIRCULAR	3933491	3934616	4182028	CP077366.1	2318679	2319815	GCA_019048385.1	Pantoea agglomerans	97.5374	96	0.0269247
S	CP016889.1	CIRCULAR	3938155	3942882	4182028	SBFD01000001.1	154416	159145	GCA_014156615.1	Pantoea pleuroti	92.2248	96	0.113055
S	CP016889.1	CIRCULAR	3944797	3953202	4182028	SBFD01000001.1	142058	150464	GCA_014156615.1	Pantoea pleuroti	92.6661	96	0.201003
S	CP016889.1	CIRCULAR	3954687	3957750	4182028	SBFD01000001.1	137740	140803	GCA_014156615.1	Pantoea pleuroti	91.2618	96	0.0732659
S	CP016889.1	CIRCULAR	3957751	3957953	4182028	CP071405.1	638211	638413	GCA_022647325.1	Pantoea deleyi	81.2808	96	0.0048541
S	CP016889.1	CIRCULAR	3957954	3958220	4182028	DIHB01000011.1	302542	302808	GCA_002419935.1	Candidatus Pantoea rara	76.1194	96	0.00638446
S	CP016889.1	CIRCULAR	3958221	3958806	4182028	FOVG01000004.1	34543	35128	GCA_900115075.1	Candidatus Pantoea varia	86.201	96	0.0140123
S	CP016889.1	CIRCULAR	3959622	3959782	4182028	RHDS01000001.1	357351	357511	GCA_003710245.1	[Curtobacterium] plantarum	96.2733	96	0.00384981
S	CP016889.1	CIRCULAR	3959783	3959928	4182028	SBFD01000001.1	135750	135895	GCA_014156615.1	Pantoea pleuroti	89.726	96	0.00349113
S	CP016889.1	CIRCULAR	3959929	3960342	4182028	RHDS01000005.1	164849	165262	GCA_003710245.1	[Curtobacterium] plantarum	96.6184	96	0.0098995
S	CP016889.1	CIRCULAR	3960343	3965982	4182028	SBFD01000001.1	129696	135335	GCA_014156615.1	Pantoea pleuroti	93.5461	96	0.134863
S	CP016889.1	CIRCULAR	3965983	3966328	4182028	RHDS01000001.1	354229	354571	GCA_003710245.1	[Curtobacterium] plantarum	96.5318	96	0.0082735
S	CP016889.1	CIRCULAR	3967319	3968510	4182028	SBFD01000001.1	128142	129335	GCA_014156615.1	Pantoea pleuroti	93.8912	96	0.0285029
-	CP016889.1	CIRCULAR	3968511	3982164	4182028	CP077366.1	2305025	2318678	GCA_019048385.1	Pantoea agglomerans	97.6199	96	0.326492
-	CP016889.1	CIRCULAR	3982248	4006436	4182028	CP077366.1	2280807	2305008	GCA_019048385.1	Pantoea agglomerans	97.6122	96	0.578404
-	CP016889.1	CIRCULAR	4006438	4043974	4182028	CP077366.1	2242359	2279899	GCA_019048385.1	Pantoea agglomerans	97.4946	96	0.897579
S	CP016889.1	CIRCULAR	4043975	4044078	4182028	CP038853.1	1604803	1604894	GCA_004792415.1	Pantoea vagans	74.2857	96	0.00248683
-	CP016889.1	CIRCULAR	4044176	4044425	4182028	CP077366.1	2242090	2242339	GCA_019048385.1	Pantoea agglomerans	98.4	96	0.00597796
S	CP016889.1	CIRCULAR	4044426	4044579	4182028	RHDS01000001.1	263259	263411	GCA_003710245.1	[Curtobacterium] plantarum	92.8571	96	0.00368242
-	CP016889.1	CIRCULAR	4044580	4053081	4182028	CP077366.1	2233540	2242037	GCA_019048385.1	Pantoea agglomerans	97.0554	96	0.203298
S	CP016889.1	CIRCULAR	4053082	4060361	4182028	CP082292.1	1671456	1678727	GCA_019880205.1	Pantoea alfalfae	86.5874	96	0.174078
-	CP016889.1	CIRCULAR	4060362	4099770	4182028	CP077366.1	2192591	2232012	GCA_019048385.1	Pantoea agglomerans	97.0115	96	0.942342
S	CP016889.1	CIRCULAR	4099771	4102957	4182028	RHDS01000001.1	209979	213147	GCA_003710245.1	[Curtobacterium] plantarum	96.9033	96	0.076207
S	CP016889.1	CIRCULAR	4102958	4103226	4182028	SBFD01000021.1	130	399	GCA_014156615.1	Pantoea pleuroti	88.3212	96	0.00643229
S	CP016889.1	CIRCULAR	4103227	4103419	4182028	FOVG01000001.1	726733	726925	GCA_900115075.1	Candidatus Pantoea varia	88.601	96	0.00461499
-	CP016889.1	CIRCULAR	4106028	4106689	4182028	CP077366.1	2190115	2190776	GCA_019048385.1	Pantoea agglomerans	94.5619	96	0.0158296
S	CP016889.1	CIRCULAR	4108058	4109632	4182028	CP038853.1	1623001	1624568	GCA_004792415.1	Pantoea vagans	84.6835	96	0.0376612
S	CP016889.1	CIRCULAR	4111082	4111505	4182028	FOVG01000001.1	724688	725111	GCA_900115075.1	Candidatus Pantoea varia	91.0588	96	0.0101386
S	CP016889.1	CIRCULAR	4117097	4120406	4182028	FOVG01000001.1	718763	722072	GCA_900115075.1	Candidatus Pantoea varia	93.2086	96	0.0791482
-	CP016889.1	CIRCULAR	4120407	4140964	4182028	CP077366.1	2167864	2188423	GCA_019048385.1	Pantoea agglomerans	96.8165	96	0.49158
S	CP016889.1	CIRCULAR	4140965	4143515	4182028	RHDS01000001.1	187919	190508	GCA_003710245.1	[Curtobacterium] plantarum	88.2955	96	0.0609991
S	CP016889.1	CIRCULAR	4143562	4143863	4182028	SBFD01000003.1	19807	20106	GCA_014156615.1	Pantoea pleuroti	96.3696	96	0.00722138
-	CP016889.1	CIRCULAR	4143864	4165684	4182028	CP077366.1	2145265	2167075	GCA_019048385.1	Pantoea agglomerans	97.2798	96	0.52178
S	CP016889.1	CIRCULAR	4165685	4182028	4182028	SBFD01000003.1	42584	58928	GCA_014156615.1	Pantoea pleuroti	98.9295	96	0.390815
-	CP016890.1	CIRCULAR|PLASMID	1	14912	543504	UGSO01000002.1	322821	337734	GCA_900454405.1	Pantoea agglomerans	96.666	96	2.74368
S	CP016890.1	CIRCULAR|PLASMID	14913	15102	543504	RHDS01000013.1	30770	30958	GCA_003710245.1	[Curtobacterium] plantarum	83.8542	96	0.0349583
-	CP016890.1	CIRCULAR|PLASMID	15103	15208	543504	UGSO01000002.1	322415	322520	GCA_900454405.1	Pantoea agglomerans	96.2264	96	0.0195031
S	CP016890.1	CIRCULAR|PLASMID	15216	15326	543504	SBFD01000010.1	117012	117122	GCA_014156615.1	Pantoea pleuroti	96.3964	96	0.020423
-	CP016890.1	CIRCULAR|PLASMID	15327	26160	543504	UGSO01000002.1	311575	322414	GCA_900454405.1	Pantoea agglomerans	97.0393	96	1.99336
S	CP016890.1	CIRCULAR|PLASMID	26161	27672	543504	SBFD01000010.1	104657	106170	GCA_014156615.1	Pantoea pleuroti	99.4716	96	0.278195
-	CP016890.1	CIRCULAR|PLASMID	27673	28675	543504	UGSO01000002.1	310132	311138	GCA_900454405.1	Pantoea agglomerans	97.2195	96	0.184543
S	CP016890.1	CIRCULAR|PLASMID	28676	29260	543504	SBFD01000010.1	103061	103645	GCA_014156615.1	Pantoea pleuroti	99.4872	96	0.107635
-	CP016890.1	CIRCULAR|PLASMID	29261	32105	543504	UGSO01000002.1	304396	307249	GCA_900454405.1	Pantoea agglomerans	96.8777	96	0.523455
-	CP016890.1	CIRCULAR|PLASMID	32106	35131	543504	UGSO01000002.1	299256	302290	GCA_900454405.1	Pantoea agglomerans	96.8777	96	0.556758
S	CP016890.1	CIRCULAR|PLASMID	35132	36077	543504	SBFD01000010.1	94139	95082	GCA_014156615.1	Pantoea pleuroti	98.8372	96	0.174056
-	CP016890.1	CIRCULAR|PLASMID	36078	39945	543504	UGSO01000002.1	295384	299255	GCA_900454405.1	Pantoea agglomerans	96.3068	96	0.711678
S	CP016890.1	CIRCULAR|PLASMID	39946	47548	543504	SBFD01000010.1	82674	90271	GCA_014156615.1	Pantoea pleuroti	98.764	96	1.39889
-	CP016890.1	CIRCULAR|PLASMID	47549	49892	543504	UGSO01000002.1	283606	285948	GCA_900454405.1	Pantoea agglomerans	97.2281	96	0.431276
S	CP016890.1	CIRCULAR|PLASMID	49893	57872	543504	SBFD01000010.1	72350	80330	GCA_014156615.1	Pantoea pleuroti	99.6993	96	1.46825
-	CP016890.1	CIRCULAR|PLASMID	57873	58209	543504	UGSO01000002.1	267553	267889	GCA_900454405.1	Pantoea agglomerans	96.7359	96	0.0620051
S	CP016890.1	CIRCULAR|PLASMID	58210	58461	543504	SBFD01000010.1	71761	72012	GCA_014156615.1	Pantoea pleuroti	99.6032	96	0.0463658
-	CP016890.1	CIRCULAR|PLASMID	58462	69756	543504	UGSO01000002.1	256246	267551	GCA_900454405.1	Pantoea agglomerans	96.8797	96	2.07818
S	CP016890.1	CIRCULAR|PLASMID	69757	75351	543504	SBFD01000010.1	55433	61028	GCA_014156615.1	Pantoea pleuroti	98.767	96	1.02943
-	CP016890.1	CIRCULAR|PLASMID	75352	99629	543504	UGSO01000002.1	231864	256165	GCA_900454405.1	Pantoea agglomerans	96.8828	96	4.46694
-	CP016890.1	CIRCULAR|PLASMID	99704	103260	543504	UGSO01000002.1	222037	225605	GCA_900454405.1	Pantoea agglomerans	97.4322	96	0.654457
-	CP016890.1	CIRCULAR|PLASMID	103261	112537	543504	UGSO01000002.1	211951	221228	GCA_900454405.1	Pantoea agglomerans	97.4322	96	1.70689
-	CP016890.1	CIRCULAR|PLASMID	112538	120284	543504	UGSO01000002.1	203005	210755	GCA_900454405.1	Pantoea agglomerans	97.4322	96	1.42538
S	CP016890.1	CIRCULAR|PLASMID	122900	127493	543504	MIEI01000029.1	9773	14362	GCA_002095305.1	Pantoea brenneri	89.198	96	0.845256
-	CP016890.1	CIRCULAR|PLASMID	131538	133964	543504	UGSO01000002.1	196254	198681	GCA_900454405.1	Pantoea agglomerans	96.911	96	0.446547
S	CP016890.1	CIRCULAR|PLASMID	133965	134718	543504	SBFD01000010.1	3310	4063	GCA_014156615.1	Pantoea pleuroti	97.0822	96	0.138729
-	CP016890.1	CIRCULAR|PLASMID	134719	134978	543504	UGSO01000002.1	195607	195866	GCA_900454405.1	Pantoea agglomerans	96.5385	96	0.0478377
S	CP016890.1	CIRCULAR|PLASMID	134979	137991	543504	SBFD01000010.1	37	3049	GCA_014156615.1	Pantoea pleuroti	98.9711	96	0.554366
S	CP016890.1	CIRCULAR|PLASMID	140848	144148	543504	RHDS01000013.1	43224	46524	GCA_003710245.1	[Curtobacterium] plantarum	96.9682	96	0.607355
S	CP016890.1	CIRCULAR|PLASMID	144149	144837	543504	RHDS01000004.1	197	886	GCA_003710245.1	[Curtobacterium] plantarum	96.9682	96	0.12677
-	CP016890.1	CIRCULAR|PLASMID	145904	160026	543504	UGSO01000002.1	180106	194241	GCA_900454405.1	Pantoea agglomerans	96.471	96	2.59851
S	CP016890.1	CIRCULAR|PLASMID	160027	160421	543504	SBFD01000004.1	27675	28071	GCA_014156615.1	Pantoea pleuroti	97.733	96	0.0726766
-	CP016890.1	CIRCULAR|PLASMID	160422	192007	543504	UGSO01000002.1	146045	177656	GCA_900454405.1	Pantoea agglomerans	97.2572	96	5.81155
S	CP016890.1	CIRCULAR|PLASMID	192008	192227	543504	SBFD01000004.1	59667	59886	GCA_014156615.1	Pantoea pleuroti	100	96	0.0404781
-	CP016890.1	CIRCULAR|PLASMID	192228	209985	543504	UGSO01000002.1	128280	146044	GCA_900454405.1	Pantoea agglomerans	96.23	96	3.26732
S	CP016890.1	CIRCULAR|PLASMID	209986	211063	543504	SBFD01000004.1	77646	78723	GCA_014156615.1	Pantoea pleuroti	100	96	0.198343
-	CP016890.1	CIRCULAR|PLASMID	211064	217894	543504	UGSO01000002.1	121382	128220	GCA_900454405.1	Pantoea agglomerans	96.1292	96	1.25684
-	CP016890.1	CIRCULAR|PLASMID	217895	218234	543504	UGSO01000002.1	118129	118468	GCA_900454405.1	Pantoea agglomerans	96.1292	96	0.062557
-	CP016890.1	CIRCULAR|PLASMID	218323	219774	543504	UGSO01000003.1	133351	134802	GCA_900454405.1	Pantoea agglomerans	95.467	96	0.267155
-	CP016890.1	CIRCULAR|PLASMID	227088	237369	543504	UGSO01000002.1	100728	111025	GCA_900454405.1	Pantoea agglomerans	96.9383	96	1.8918
-	CP016890.1	CIRCULAR|PLASMID	237370	251453	543504	UGSO01000002.1	86009	100085	GCA_900454405.1	Pantoea agglomerans	96.9383	96	2.59133
S	CP016890.1	CIRCULAR|PLASMID	251497	271903	543504	SBFD01000004.1	115900	136305	GCA_014156615.1	Pantoea pleuroti	98.8974	96	3.75471
-	CP016890.1	CIRCULAR|PLASMID	271904	275458	543504	UGSO01000002.1	63075	66641	GCA_900454405.1	Pantoea agglomerans	97.4783	96	0.654089
S	CP016890.1	CIRCULAR|PLASMID	275459	275611	543504	FOVG01000003.1	478183	478333	GCA_900115075.1	Candidatus Pantoea varia	69.0323	96	0.0281507
-	CP016890.1	CIRCULAR|PLASMID	275612	282474	543504	UGSO01000002.1	55331	62194	GCA_900454405.1	Pantoea agglomerans	97.7859	96	1.26273
S	CP016890.1	CIRCULAR|PLASMID	282475	282576	543504	SBFD01000004.1	147599	147700	GCA_014156615.1	Pantoea pleuroti	96.0784	96	0.0187671
-	CP016890.1	CIRCULAR|PLASMID	282577	291888	543504	UGSO01000002.1	45030	54359	GCA_900454405.1	Pantoea agglomerans	97.4818	96	1.71333
S	CP016890.1	CIRCULAR|PLASMID	291889	294052	543504	SBFD01000004.1	157013	159174	GCA_014156615.1	Pantoea pleuroti	99.8614	96	0.398157
S	CP016890.1	CIRCULAR|PLASMID	294143	296093	543504	SBFD01000004.1	159175	161123	GCA_014156615.1	Pantoea pleuroti	99.6416	96	0.358967
-	CP016890.1	CIRCULAR|PLASMID	296094	303013	543504	UGSO01000002.1	38099	45029	GCA_900454405.1	Pantoea agglomerans	96.2215	96	1.27322
S	CP016890.1	CIRCULAR|PLASMID	303014	311141	543504	SBFD01000004.1	168045	176162	GCA_014156615.1	Pantoea pleuroti	98.5855	96	1.49548
-	CP016890.1	CIRCULAR|PLASMID	311142	311593	543504	UGSO01000002.1	34703	35154	GCA_900454405.1	Pantoea agglomerans	96.6814	96	0.0831641
S	CP016890.1	CIRCULAR|PLASMID	311594	313569	543504	SBFD01000004.1	176615	178576	GCA_014156615.1	Pantoea pleuroti	97.7118	96	0.363567
S	CP016890.1	CIRCULAR|PLASMID	313570	326553	543504	SBFD01000004.1	178800	191801	GCA_014156615.1	Pantoea pleuroti	97.7118	96	2.38894
S	CP016890.1	CIRCULAR|PLASMID	327529	327860	543504	SBFD01000004.1	203416	203746	GCA_014156615.1	Pantoea pleuroti	81.3814	96	0.0610851
S	CP016890.1	CIRCULAR|PLASMID	331023	331998	543504	SBFD01000004.1	203790	204762	GCA_014156615.1	Pantoea pleuroti	91.9223	96	0.179575
-	CP016890.1	CIRCULAR|PLASMID	331999	337127	543504	CP077368.1	422181	427308	GCA_019048385.1	Pantoea agglomerans	96.0819	96	0.943691
S	CP016890.1	CIRCULAR|PLASMID	337128	351218	543504	SBFD01000004.1	209890	223979	GCA_014156615.1	Pantoea pleuroti	98.8151	96	2.59262
-	CP016890.1	CIRCULAR|PLASMID	351219	351563	543504	UGSO01000002.1	5867	6213	GCA_900454405.1	Pantoea agglomerans	96.83	96	0.063477
S	CP016890.1	CIRCULAR|PLASMID	351564	353374	543504	SBFD01000004.1	224326	226136	GCA_014156615.1	Pantoea pleuroti	99.8896	96	0.333208
S	CP016890.1	CIRCULAR|PLASMID	357460	357929	543504	RARB01000006.1	127870	128346	GCA_003612015.1	Pantoea piersonii	72.7273	96	0.0864759
S	CP016890.1	CIRCULAR|PLASMID	357930	362230	543504	MIEI01000058.1	21676	25977	GCA_002095305.1	Pantoea brenneri	91.1437	96	0.791347
-	CP016890.1	CIRCULAR|PLASMID	362685	364126	543504	CP077368.1	442914	444353	GCA_019048385.1	Pantoea agglomerans	95.4924	96	0.265315
-	CP016890.1	CIRCULAR|PLASMID	364127	388588	543504	UGSO01000002.1	487757	512284	GCA_900454405.1	Pantoea agglomerans	96.2718	96	4.50079
S	CP016890.1	CIRCULAR|PLASMID	388589	388772	543504	SBFD01000004.1	252769	252952	GCA_014156615.1	Pantoea pleuroti	99.4565	96	0.0338544
-	CP016890.1	CIRCULAR|PLASMID	388773	404960	543504	UGSO01000002.1	471203	487424	GCA_900454405.1	Pantoea agglomerans	96.4814	96	2.97845
S	CP016890.1	CIRCULAR|PLASMID	404961	405628	543504	SBFD01000004.1	358068	358735	GCA_014156615.1	Pantoea pleuroti	99.2515	96	0.122906
-	CP016890.1	CIRCULAR|PLASMID	405629	424478	543504	UGSO01000002.1	452316	471202	GCA_900454405.1	Pantoea agglomerans	96.0241	96	3.46824
-	CP016890.1	CIRCULAR|PLASMID	424479	424594	543504	CP077368.1	504195	504310	GCA_019048385.1	Pantoea agglomerans	97.4138	96	0.021343
S	CP016890.1	CIRCULAR|PLASMID	426644	426796	543504	FOVG01000003.1	326344	326495	GCA_900115075.1	Candidatus Pantoea varia	83.6601	96	0.0281507
-	CP016890.1	CIRCULAR|PLASMID	426797	442323	543504	UGSO01000002.1	436765	452314	GCA_900454405.1	Pantoea agglomerans	96.7211	96	2.85683
S	CP016890.1	CIRCULAR|PLASMID	442324	446031	543504	SBFD01000004.1	393117	396835	GCA_014156615.1	Pantoea pleuroti	98.3133	96	0.68224
-	CP016890.1	CIRCULAR|PLASMID	446032	495437	543504	UGSO01000002.1	385992	435486	GCA_900454405.1	Pantoea agglomerans	96.4893	96	9.09027
S	CP016890.1	CIRCULAR|PLASMID	495438	497467	543504	SBFD01000004.1	444614	446643	GCA_014156615.1	Pantoea pleuroti	99.3103	96	0.373502
-	CP016890.1	CIRCULAR|PLASMID	497468	503633	543504	UGSO01000002.1	379737	385906	GCA_900454405.1	Pantoea agglomerans	98.0392	96	1.13449
-	CP016890.1	CIRCULAR|PLASMID	503791	503928	543504	UGSO01000001.1	3379023	3379171	GCA_900454405.1	Pantoea agglomerans	87.9195	96	0.0253908
-	CP016890.1	CIRCULAR|PLASMID	503929	504040	543504	CP077366.1	3929319	3929430	GCA_019048385.1	Pantoea agglomerans	99.1071	96	0.020607
S	CP016890.1	CIRCULAR|PLASMID	504047	504198	543504	DJJQ01000001.1	10823	10969	GCA_002434205.1	Candidatus Pantoea astica	84.8684	96	0.0279667
S	CP016890.1	CIRCULAR|PLASMID	504199	513191	543504	SBFD01000004.1	452811	461804	GCA_014156615.1	Pantoea pleuroti	98.0451	96	1.65463
S	CP016890.1	CIRCULAR|PLASMID	513192	513457	543504	FOVG01000003.1	226445	226709	GCA_900115075.1	Candidatus Pantoea varia	82.1561	96	0.0489417
S	CP016890.1	CIRCULAR|PLASMID	513458	513626	543504	RHDS01000004.1	2881	3049	GCA_003710245.1	[Curtobacterium] plantarum	80.5882	96	0.0310945
S	CP016890.1	CIRCULAR|PLASMID	513627	516617	543504	SBFD01000004.1	463658	466647	GCA_014156615.1	Pantoea pleuroti	97.861	96	0.550318
-	CP016890.1	CIRCULAR|PLASMID	516618	519732	543504	UGSO01000002.1	357124	360241	GCA_900454405.1	Pantoea agglomerans	96.5042	96	0.573133
S	CP016890.1	CIRCULAR|PLASMID	519733	520018	543504	SBFD01000004.1	469763	470048	GCA_014156615.1	Pantoea pleuroti	97.2028	96	0.0526215
-	CP016890.1	CIRCULAR|PLASMID	520019	522097	543504	UGSO01000002.1	354820	356900	GCA_900454405.1	Pantoea agglomerans	96.2518	96	0.382518
S	CP016890.1	CIRCULAR|PLASMID	522111	523225	543504	SBFD01000004.1	472221	473335	GCA_014156615.1	Pantoea pleuroti	99.6262	96	0.20515
S	CP016890.1	CIRCULAR|PLASMID	523226	523672	543504	SBFD01000033.1	64	510	GCA_014156615.1	Pantoea pleuroti	99.6262	96	0.0822441
S	CP016890.1	CIRCULAR|PLASMID	523673	525053	543504	SBFD01000010.1	147422	148802	GCA_014156615.1	Pantoea pleuroti	99.6262	96	0.254092
-	CP016890.1	CIRCULAR|PLASMID	525058	526285	543504	UGSO01000003.1	134803	136033	GCA_900454405.1	Pantoea agglomerans	99.6751	96	0.225941
S	CP016890.1	CIRCULAR|PLASMID	526286	529600	543504	SBFD01000010.1	144106	147421	GCA_014156615.1	Pantoea pleuroti	99.7587	96	0.609931
-	CP016890.1	CIRCULAR|PLASMID	529601	529974	543504	UGSO01000002.1	195867	196240	GCA_900454405.1	Pantoea agglomerans	97.0588	96	0.0688127
S	CP016890.1	CIRCULAR|PLASMID	529975	532378	543504	SBFD01000010.1	141330	143731	GCA_014156615.1	Pantoea pleuroti	98.8769	96	0.442315
-	CP016890.1	CIRCULAR|PLASMID	532379	535457	543504	UGSO01000002.1	345194	348267	GCA_900454405.1	Pantoea agglomerans	96.4309	96	0.566509
S	CP016890.1	CIRCULAR|PLASMID	535458	537838	543504	SBFD01000010.1	135874	138255	GCA_014156615.1	Pantoea pleuroti	99.0344	96	0.438083
-	CP016890.1	CIRCULAR|PLASMID	537839	539868	543504	UGSO01000002.1	341373	343401	GCA_900454405.1	Pantoea agglomerans	95.6158	96	0.373502
S	CP016890.1	CIRCULAR|PLASMID	539869	543504	543504	SBFD01000010.1	132089	135723	GCA_014156615.1	Pantoea pleuroti	98.2398	96	0.668992
S	CP016891.1	CIRCULAR|PLASMID	1	2001	216117	MIEI01000138.1	1	2003	GCA_002095305.1	Pantoea brenneri	89.5377	96	0.925887
S	CP016891.1	CIRCULAR|PLASMID	2002	2457	216117	MIEI01000189.1	10	457	GCA_002095305.1	Pantoea brenneri	89.5377	96	0.210997
S	CP016891.1	CIRCULAR|PLASMID	2458	2690	216117	VXKA01000021.1	78681	78914	GCA_008692915.1	Pantoea dispersa	91.8803	96	0.107812
S	CP016891.1	CIRCULAR|PLASMID	4899	5175	216117	VXKA01000021.1	81130	81406	GCA_008692915.1	Pantoea dispersa	96.3899	96	0.128171
S	CP016891.1	CIRCULAR|PLASMID	7177	7348	216117	VXKA01000036.1	29013	29186	GCA_008692915.1	Pantoea dispersa	85.1429	96	0.0795865
S	CP016891.1	CIRCULAR|PLASMID	7356	7530	216117	VXKA01000036.1	28833	29005	GCA_008692915.1	Pantoea dispersa	89.1429	96	0.0809747
S	CP016891.1	CIRCULAR|PLASMID	16338	17125	216117	MIEI01000012.1	13750	14537	GCA_002095305.1	Pantoea brenneri	85.4981	96	0.364617
S	CP016891.1	CIRCULAR|PLASMID	17480	17924	216117	VXKA01000021.1	17053	17488	GCA_008692915.1	Pantoea dispersa	75.885	96	0.205907
S	CP016891.1	CIRCULAR|PLASMID	20376	20542	216117	RHDS01000014.1	69390	69556	GCA_003710245.1	[Curtobacterium] plantarum	89.2216	96	0.077273
S	CP016891.1	CIRCULAR|PLASMID	23195	25056	216117	VXKA01000021.1	92938	94796	GCA_008692915.1	Pantoea dispersa	92.2705	96	0.86157
S	CP016891.1	CIRCULAR|PLASMID	28283	28798	216117	VHIZ01000051.1	49937	50452	GCA_006494375.1	Pantoea anthophila	85.1064	96	0.23876
S	CP016891.1	CIRCULAR|PLASMID	29562	30883	216117	MIEI01000066.1	8703	10054	GCA_002095305.1	Pantoea brenneri	88.1005	96	0.611706
S	CP016891.1	CIRCULAR|PLASMID	31144	33352	216117	MIEI01000136.1	1	2211	GCA_002095305.1	Pantoea brenneri	97.7386	96	1.02213
S	CP016891.1	CIRCULAR|PLASMID	33353	33494	216117	JBPFDE010000012.1	80909	81050	GCA_051025595.1	Pantoea phyllosphaerae	92.9577	96	0.0657052
S	CP016891.1	CIRCULAR|PLASMID	33495	34201	216117	MIEI01000071.1	1	707	GCA_002095305.1	Pantoea brenneri	85.7143	96	0.327138
S	CP016891.1	CIRCULAR|PLASMID	35627	36231	216117	CP173701.1	181832	182436	GCA_046118715.1	Pantoea phytostimulans	88.0524	96	0.279941
S	CP016891.1	CIRCULAR|PLASMID	36232	36750	216117	MLJJ01000016.1	13426	13947	GCA_002095575.1	Pantoea septica	70.2247	96	0.240148
S	CP016891.1	CIRCULAR|PLASMID	37265	37484	216117	MLFE01000012.1	117489	117708	GCA_002095545.1	Pantoea allii	92.4907	96	0.101797
S	CP016891.1	CIRCULAR|PLASMID	37485	39151	216117	MLFE01000061.1	1	1670	GCA_002095545.1	Pantoea allii	92.4907	96	0.771341
S	CP016891.1	CIRCULAR|PLASMID	39250	39696	216117	MLFE01000061.1	1769	2215	GCA_002095545.1	Pantoea allii	89.4855	96	0.206832
S	CP016891.1	CIRCULAR|PLASMID	39697	39837	216117	CP071408.1	54175	54315	GCA_022647325.1	Pantoea deleyi	78.0142	96	0.0652424
S	CP016891.1	CIRCULAR|PLASMID	44680	46007	216117	MLFE01000012.1	122903	124227	GCA_002095545.1	Pantoea allii	90.6156	96	0.614482
S	CP016891.1	CIRCULAR|PLASMID	46008	46114	216117	SCKT01000033.1	64	170	GCA_014155765.1	Pantoea dispersa	97.1963	96	0.0495102
S	CP016891.1	CIRCULAR|PLASMID	46128	46367	216117	VXKA01000021.1	20050	20288	GCA_008692915.1	Pantoea dispersa	89.7666	96	0.111051
S	CP016891.1	CIRCULAR|PLASMID	46368	46681	216117	VXKA01000036.1	11183	11495	GCA_008692915.1	Pantoea dispersa	89.7666	96	0.145292
S	CP016891.1	CIRCULAR|PLASMID	47629	48134	216117	CP071408.1	62160	62676	GCA_022647325.1	Pantoea deleyi	95.3578	96	0.234132
S	CP016891.1	CIRCULAR|PLASMID	48135	48515	216117	VHIZ01000051.1	41199	41585	GCA_006494375.1	Pantoea anthophila	94.0568	96	0.176293
S	CP016891.1	CIRCULAR|PLASMID	48516	49015	216117	CP071408.1	46896	47392	GCA_022647325.1	Pantoea deleyi	85.4291	96	0.231356
S	CP016891.1	CIRCULAR|PLASMID	49402	51057	216117	CP071408.1	45020	46685	GCA_022647325.1	Pantoea deleyi	90.9145	96	0.766252
S	CP016891.1	CIRCULAR|PLASMID	51234	51415	216117	MLFE01000012.1	124391	124570	GCA_002095545.1	Pantoea allii	89.5604	96	0.0842136
S	CP016891.1	CIRCULAR|PLASMID	53668	53782	216117	JBLWSJ010000012.1	33775	33889	GCA_048452665.1	Pantoea graminicola	90.4348	96	0.0532119
S	CP016891.1	CIRCULAR|PLASMID	53783	54402	216117	RHDS01000014.1	73678	74297	GCA_003710245.1	[Curtobacterium] plantarum	97.0968	96	0.286882
S	CP016891.1	CIRCULAR|PLASMID	59093	59630	216117	MLFE01000012.1	22266	22804	GCA_002095545.1	Pantoea allii	88.3117	96	0.248939
