# ANI ranges report for assembly: GCA_000739375.1
# Submitted organism: Comamonas testosteroni TK102 (taxid = 1392005, rank = no rank, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Comamonas brasiliensis (taxid = 1812482, rank = species, lineage = Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas)
# Status: MISASSIGNED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP006704.1	CIRCULAR	2635797	2637506	6062703	UFXL01000001.1	3207290	3208999	GCA_900461225.1	Comamonas testosteroni	75.702	96	0.0282052
-	CP006704.1	CIRCULAR	2641677	2642145	6062703	UFXL01000001.1	3203265	3203735	GCA_900461225.1	Comamonas testosteroni	87.6262	96	0.00773582
-	CP006704.1	CIRCULAR	2642146	2644330	6062703	UFXL01000001.1	3894256	3896440	GCA_900461225.1	Comamonas testosteroni	87.6262	96	0.03604
-	CP006704.1	CIRCULAR	2646160	2646279	6062703	UFXL01000001.1	3199879	3199998	GCA_900461225.1	Comamonas testosteroni	91.6667	96	0.00197932
S	CP006704.1	CIRCULAR	2649728	2650259	6062703	JBFYGN010000001.1	133834	134356	GCA_041079535.1	Comamonas guangdongensis	96.2547	96	0.00877496
S	CP006704.1	CIRCULAR	2654840	2655005	6062703	LIOM01000003.1	530865	531029	GCA_001418295.1	Comamonas thiooxydans	96.3855	96	0.00273805
S	CP006704.1	CIRCULAR	2655006	2655198	6062703	BBVD01000005.1	31320	31467	GCA_000964545.1	Comamonas thiooxydans	70.9184	96	0.0031834
S	CP006704.1	CIRCULAR	2655199	2655305	6062703	LIOM01000003.1	531178	531261	GCA_001418295.1	Comamonas thiooxydans	73.8318	96	0.00176489
S	CP006704.1	CIRCULAR	2656164	2657144	6062703	JAANES010000001.1	307943	308923	GCA_018292285.1	Comamonas brasiliensis	86.6599	96	0.0161809
S	CP006704.1	CIRCULAR	2657155	2658427	6062703	JAANES010000001.1	309560	310832	GCA_018292285.1	Comamonas brasiliensis	86.6562	96	0.0209972
S	CP006704.1	CIRCULAR	2658687	2658956	6062703	JAANES010000001.1	1283371	1283641	GCA_018292285.1	Comamonas brasiliensis	93.7269	96	0.00445346
S	CP006704.1	CIRCULAR	2659170	2659617	6062703	CBCSIW010000020.1	10923	11364	GCA_965139575.1	Comamonas aquatilis	88.8393	96	0.00738944
-	CP006704.1	CIRCULAR	2659887	2661109	6062703	UFXL01000001.1	2427110	2428334	GCA_900461225.1	Comamonas testosteroni	80.9911	96	0.0201725
S	CP006704.1	CIRCULAR	2661515	2662510	6062703	LIOM01000003.1	556349	557331	GCA_001418295.1	Comamonas thiooxydans	89.1675	96	0.0164283
S	CP006704.1	CIRCULAR	2665778	2666438	6062703	UIGV01000001.1	1527677	1528374	GCA_900461435.1	Comamonas terrigena	86.5522	96	0.0109027
S	CP006704.1	CIRCULAR	2666439	2666630	6062703	LIOM01000013.1	81763	81954	GCA_001418295.1	Comamonas thiooxydans	93.75	96	0.0031669
S	CP006704.1	CIRCULAR	2669628	2670333	6062703	CP125947.1	498345	499068	GCA_030064165.1	Comamonas resistens	90.1934	96	0.011645
-	CP006704.1	CIRCULAR	2670334	2670505	6062703	UFXL01000001.1	2015331	2015502	GCA_900461225.1	Comamonas testosteroni	90.1163	96	0.00283702
T	CP006704.1	CIRCULAR	2670506	2670631	6062703	JBHSIH010000001.1	1029253	1029378	GCA_042653485.1	Delftia deserti	97.619	96	0.00207828
S	CP006704.1	CIRCULAR	2671143	2684090	6062703	JAANES010000001.1	955400	968348	GCA_018292285.1	Comamonas brasiliensis	96.6566	96	0.213568
T	CP006704.1	CIRCULAR	2684304	2685176	6062703	CP160388.1	906456	907326	GCA_040732315.1	Alicycliphilus soli	86.2967	96	0.0143995
T	CP006704.1	CIRCULAR	2685246	2686055	6062703	CP160388.1	907393	908211	GCA_040732315.1	Alicycliphilus soli	86.2485	96	0.0133604
T	CP006704.1	CIRCULAR	2686056	2686166	6062703	CP021361.1	3280214	3280322	GCA_002157145.1	Acidovorax carolinensis	90.991	96	0.00183087
S	CP006704.1	CIRCULAR	2686167	2686561	6062703	KE386971.1	266403	266797	GCA_000429845.1	Comamonas composti	90.9091	96	0.00651525
S	CP006704.1	CIRCULAR	2686601	2688415	6062703	CP125947.1	3657798	3659603	GCA_030064165.1	Comamonas resistens	86.4286	96	0.0299371
T	CP006704.1	CIRCULAR	2688477	2688846	6062703	JBHSIH010000001.1	2307360	2307730	GCA_042653485.1	Delftia deserti	93.531	96	0.00610289
S	CP006704.1	CIRCULAR	2688847	2689941	6062703	CP125947.1	3654266	3655369	GCA_030064165.1	Comamonas resistens	87.1199	96	0.0180613
T	CP006704.1	CIRCULAR	2689942	2691101	6062703	FNHP01000007.1	52434	53592	GCA_900103645.1	Oryzisolibacter propanilivorax	91.3793	96	0.0191334
T	CP006704.1	CIRCULAR	2692766	2693163	6062703	CP016278.1	805779	806175	GCA_002214645.1	Diaphorobacter nitroreducens	93.7186	96	0.00656473
T	CP006704.1	CIRCULAR	2693164	2697285	6062703	JBHSIH010000001.1	2309277	2313392	GCA_042653485.1	Delftia deserti	93.6062	96	0.0679895
S	CP006704.1	CIRCULAR	2697286	2700870	6062703	CP125947.1	3644985	3648590	GCA_030064165.1	Comamonas resistens	85.7104	96	0.059132
T	CP006704.1	CIRCULAR	2705306	2706417	6062703	CP060790.1	1815431	1816540	GCA_014489595.1	Paenacidovorax monticola	88.4097	96	0.0183417
T	CP006704.1	CIRCULAR	2717465	2718884	6062703	JBHSIH010000001.1	2009120	2010538	GCA_042653485.1	Delftia deserti	81.7227	96	0.0234219
S	CP006704.1	CIRCULAR	2718885	2725489	6062703	CP125947.1	3633301	3639917	GCA_030064165.1	Comamonas resistens	85.6197	96	0.108945
T	CP006704.1	CIRCULAR	2725490	2725630	6062703	JBHSIH010000001.1	2002373	2002502	GCA_042653485.1	Delftia deserti	63.6364	96	0.0023257
S	CP006704.1	CIRCULAR	2725631	2726287	6062703	CP125947.1	3632497	3633153	GCA_030064165.1	Comamonas resistens	86.3843	96	0.0108368
T	CP006704.1	CIRCULAR	2726288	2731213	6062703	JBHSIH010000001.1	2335148	2340072	GCA_042653485.1	Delftia deserti	90.3337	96	0.0812509
T	CP006704.1	CIRCULAR	2732201	2734707	6062703	CP016278.1	860124	862628	GCA_002214645.1	Diaphorobacter nitroreducens	94.4179	96	0.0413512
-	CP006704.1	CIRCULAR	2734708	2737101	6062703	UFXL01000001.1	2627531	2629924	GCA_900461225.1	Comamonas testosteroni	89.904	96	0.0394873
S	CP006704.1	CIRCULAR	2737102	2737236	6062703	JAANES010000001.1	970737	970871	GCA_018292285.1	Comamonas brasiliensis	85.9259	96	0.00222673
-	CP006704.1	CIRCULAR	2737237	2738693	6062703	UFXL01000001.1	2630131	2631587	GCA_900461225.1	Comamonas testosteroni	90.1302	96	0.0240322
-	CP006704.1	CIRCULAR	2739083	2741558	6062703	UFXL01000001.1	2632955	2635419	GCA_900461225.1	Comamonas testosteroni	89.1041	96	0.0408399
S	CP006704.1	CIRCULAR	2741559	2741731	6062703	JAANES010000001.1	978573	978745	GCA_018292285.1	Comamonas brasiliensis	96.5318	96	0.00285351
-	CP006704.1	CIRCULAR	2741732	2746155	6062703	UFXL01000001.1	2635592	2640019	GCA_900461225.1	Comamonas testosteroni	91.9729	96	0.0729708
S	CP006704.1	CIRCULAR	2746156	2755922	6062703	JAANES010000001.1	983136	992906	GCA_018292285.1	Comamonas brasiliensis	95.613	96	0.1611
-	CP006704.1	CIRCULAR	2755923	2767700	6062703	UFXL01000001.1	2648342	2660102	GCA_900461225.1	Comamonas testosteroni	89.6511	96	0.19427
-	CP006704.1	CIRCULAR	2767703	2784460	6062703	UFXL01000001.1	2660186	2676946	GCA_900461225.1	Comamonas testosteroni	93.9975	96	0.276411
-	CP006704.1	CIRCULAR	2785347	2786759	6062703	UFXL01000001.1	2681317	2682729	GCA_900461225.1	Comamonas testosteroni	89.5966	96	0.0233064
S	CP006704.1	CIRCULAR	2786760	2833584	6062703	JAANES010000001.1	1032753	1079597	GCA_018292285.1	Comamonas brasiliensis	96.0927	96	0.772345
S	CP006704.1	CIRCULAR	2833897	2853518	6062703	JAANES010000001.1	1079598	1099210	GCA_018292285.1	Comamonas brasiliensis	96.7059	96	0.323651
S	CP006704.1	CIRCULAR	2853519	2858109	6062703	LIOM01000003.1	376990	381575	GCA_001418295.1	Comamonas thiooxydans	87.5163	96	0.0757253
-	CP006704.1	CIRCULAR	2858110	2889815	6062703	UFXL01000001.1	2760924	2792615	GCA_900461225.1	Comamonas testosteroni	94.9364	96	0.522968
S	CP006704.1	CIRCULAR	2889816	2890003	6062703	LIOM01000003.1	413226	413413	GCA_001418295.1	Comamonas thiooxydans	84.5745	96	0.00310093
-	CP006704.1	CIRCULAR	2890004	2895711	6062703	UFXL01000001.1	2796475	2802187	GCA_900461225.1	Comamonas testosteroni	90.252	96	0.0941494
-	CP006704.1	CIRCULAR	2895719	2912705	6062703	UFXL01000001.1	2802264	2819251	GCA_900461225.1	Comamonas testosteroni	92.4203	96	0.280189
-	CP006704.1	CIRCULAR	2912773	2914703	6062703	UFXL01000001.1	2819804	2821732	GCA_900461225.1	Comamonas testosteroni	85.1184	96	0.0318505
S	CP006704.1	CIRCULAR	2914704	2916130	6062703	JAANES010000001.1	1159482	1160905	GCA_018292285.1	Comamonas brasiliensis	96.6363	96	0.0235374
-	CP006704.1	CIRCULAR	2916131	2919141	6062703	UFXL01000001.1	2822376	2825396	GCA_900461225.1	Comamonas testosteroni	85.5307	96	0.0496643
S	CP006704.1	CIRCULAR	2919142	2923450	6062703	JAANES010000001.1	1163917	1168221	GCA_018292285.1	Comamonas brasiliensis	92.5815	96	0.0710739
-	CP006704.1	CIRCULAR	2923520	2929031	6062703	UFXL01000001.1	2829769	2835267	GCA_900461225.1	Comamonas testosteroni	89.1926	96	0.0909165
S	CP006704.1	CIRCULAR	2929032	2929192	6062703	JAANES010000001.1	1173775	1173937	GCA_018292285.1	Comamonas brasiliensis	90.184	96	0.00265558
-	CP006704.1	CIRCULAR	2929193	2947591	6062703	UFXL01000001.1	2835442	2853868	GCA_900461225.1	Comamonas testosteroni	91.9068	96	0.303478
S	CP006704.1	CIRCULAR	2947693	2955003	6062703	JAANES010000001.1	1196697	1204049	GCA_018292285.1	Comamonas brasiliensis	94.0473	96	0.12059
S	CP006704.1	CIRCULAR	2955004	2955242	6062703	JAANES010000001.1	1204131	1204382	GCA_018292285.1	Comamonas brasiliensis	94.0473	96	0.00394214
-	CP006704.1	CIRCULAR	2955243	2956617	6062703	UFXL01000001.1	2855212	2856586	GCA_900461225.1	Comamonas testosteroni	93.4545	96	0.0226797
S	CP006704.1	CIRCULAR	2956618	2957114	6062703	JAANES010000001.1	1205758	1206262	GCA_018292285.1	Comamonas brasiliensis	91.6996	96	0.00819766
-	CP006704.1	CIRCULAR	2957115	2958014	6062703	UFXL01000001.1	2860657	2861558	GCA_900461225.1	Comamonas testosteroni	90.0332	96	0.0148449
S	CP006704.1	CIRCULAR	2958015	2958990	6062703	JAANES010000001.1	1207163	1208138	GCA_018292285.1	Comamonas brasiliensis	97.3361	96	0.0160984
-	CP006704.1	CIRCULAR	2958991	2971158	6062703	UFXL01000001.1	2861559	2873724	GCA_900461225.1	Comamonas testosteroni	89.7228	96	0.200703
S	CP006704.1	CIRCULAR	2971159	2972000	6062703	JAANES010000001.1	1220289	1221124	GCA_018292285.1	Comamonas brasiliensis	93.8242	96	0.0138882
-	CP006704.1	CIRCULAR	2972001	2976565	6062703	UFXL01000001.1	2873985	2878495	GCA_900461225.1	Comamonas testosteroni	87.8411	96	0.0752964
-	CP006704.1	CIRCULAR	2976622	2979926	6062703	UFXL01000001.1	2880137	2883438	GCA_900461225.1	Comamonas testosteroni	90.2564	96	0.0545136
S	CP006704.1	CIRCULAR	2979927	2980042	6062703	JAANES010000001.1	1228999	1229114	GCA_018292285.1	Comamonas brasiliensis	83.6207	96	0.00191334
-	CP006704.1	CIRCULAR	2980043	2984774	6062703	UFXL01000001.1	2883658	2888388	GCA_900461225.1	Comamonas testosteroni	90.9206	96	0.078051
S	CP006704.1	CIRCULAR	2984775	2985120	6062703	JAANES010000001.1	1233847	1234191	GCA_018292285.1	Comamonas brasiliensis	91.0405	96	0.00570703
-	CP006704.1	CIRCULAR	2985121	3001647	6062703	UFXL01000001.1	2888776	2905312	GCA_900461225.1	Comamonas testosteroni	92.1773	96	0.272601
T	CP006704.1	CIRCULAR	3001741	3003278	6062703	CP016278.1	925178	926720	GCA_002214645.1	Diaphorobacter nitroreducens	88.1553	96	0.0253682
S	CP006704.1	CIRCULAR	3006166	3006451	6062703	CP125947.1	4080690	4080975	GCA_030064165.1	Comamonas resistens	84.965	96	0.00471737
T	CP006704.1	CIRCULAR	3006566	3006931	6062703	CP141273.1	255251	255617	GCA_040267515.1	Delftia lacustris	91.0811	96	0.00603691
S	CP006704.1	CIRCULAR	3006944	3007840	6062703	CP125947.1	4081473	4082381	GCA_030064165.1	Comamonas resistens	83.8992	96	0.0147954
S	CP006704.1	CIRCULAR	3007880	3009689	6062703	CP125947.1	4082422	4084230	GCA_030064165.1	Comamonas resistens	85.7379	96	0.0298547
T	CP006704.1	CIRCULAR	3009690	3009920	6062703	CP141274.1	4365116	4365348	GCA_040267515.1	Delftia lacustris	80.0847	96	0.00381018
T	CP006704.1	CIRCULAR	3010012	3010119	6062703	CP021361.1	2451553	2451660	GCA_002157145.1	Acidovorax carolinensis	90.7407	96	0.00178138
S	CP006704.1	CIRCULAR	3010120	3010250	6062703	CP125947.1	4084688	4084818	GCA_030064165.1	Comamonas resistens	87.218	96	0.00216075
T	CP006704.1	CIRCULAR	3013997	3014780	6062703	CP002657.1	2268293	2269071	GCA_000204645.1	Alicycliphilus denitrificans	84.8181	96	0.0129315
T	CP006704.1	CIRCULAR	3019124	3020819	6062703	BCTO01000021.1	122925	124626	GCA_001571325.1	Delftia tsuruhatensis	86.655	98.5	0.0279743
T	CP006704.1	CIRCULAR	3020899	3023049	6062703	CP002657.1	3101855	3103993	GCA_000204645.1	Alicycliphilus denitrificans	83.7477	96	0.0354792
T	CP006704.1	CIRCULAR	3023294	3023522	6062703	FNHP01000009.1	129645	129849	GCA_900103645.1	Oryzisolibacter propanilivorax	78.4483	96	0.00377719
T	CP006704.1	CIRCULAR	3023523	3023790	6062703	CP016278.1	811795	812046	GCA_002214645.1	Diaphorobacter nitroreducens	73.8971	96	0.00442047
T	CP006704.1	CIRCULAR	3023791	3024755	6062703	FNHP01000009.1	130118	131094	GCA_900103645.1	Oryzisolibacter propanilivorax	85.6122	96	0.015917
T	CP006704.1	CIRCULAR	3024756	3025520	6062703	CP021361.1	1545916	1546680	GCA_002157145.1	Acidovorax carolinensis	81.4621	96	0.0126181
T	CP006704.1	CIRCULAR	3027220	3028650	6062703	CP060790.1	3300868	3302297	GCA_014489595.1	Paenacidovorax monticola	87.8492	96	0.0236033
T	CP006704.1	CIRCULAR	3034171	3035874	6062703	JBHSIH010000001.1	1697738	1699419	GCA_042653485.1	Delftia deserti	86.8852	96	0.0281063
T	CP006704.1	CIRCULAR	3037290	3037780	6062703	CP160388.1	2461861	2462351	GCA_040732315.1	Alicycliphilus soli	85.6855	96	0.0080987
T	CP006704.1	CIRCULAR	3039773	3043827	6062703	CP021361.1	1462171	1466229	GCA_002157145.1	Acidovorax carolinensis	84.9607	96	0.0668844
T	CP006704.1	CIRCULAR	3043828	3044065	6062703	CP016278.1	995681	995915	GCA_002214645.1	Diaphorobacter nitroreducens	76.7635	96	0.00392564
T	CP006704.1	CIRCULAR	3044066	3044589	6062703	CP136921.1	84296	84819	GCA_033100095.1	Diaphorobacter limosus	86.4504	96	0.00864301
S	CP006704.1	CIRCULAR	3044616	3045515	6062703	KE386971.1	240020	240916	GCA_000429845.1	Comamonas composti	80.3097	96	0.0148449
T	CP006704.1	CIRCULAR	3045674	3045806	6062703	FNHP01000008.1	2806	2947	GCA_900103645.1	Oryzisolibacter propanilivorax	70.4225	96	0.00219374
T	CP006704.1	CIRCULAR	3055060	3056178	6062703	CP136921.1	2929	4047	GCA_033100095.1	Diaphorobacter limosus	89.2061	96	0.0184571
S	CP006704.1	CIRCULAR	3056204	3056319	6062703	LIOM01000003.1	530302	530417	GCA_001418295.1	Comamonas thiooxydans	77.9661	96	0.00191334
-	CP006704.1	CIRCULAR	3056320	3056706	6062703	UFXL01000001.1	2905313	2905699	GCA_900461225.1	Comamonas testosteroni	91.9897	96	0.00638329
S	CP006704.1	CIRCULAR	3056802	3057424	6062703	LIOM01000003.1	543834	544468	GCA_001418295.1	Comamonas thiooxydans	88.8715	96	0.0102759
-	CP006704.1	CIRCULAR	3058317	3063008	6062703	UFXL01000001.1	2911214	2915867	GCA_900461225.1	Comamonas testosteroni	93.7115	96	0.0773912
T	CP006704.1	CIRCULAR	3065444	3066724	6062703	CP141274.1	5290417	5291682	GCA_040267515.1	Delftia lacustris	88.4825	96	0.0211292
S	CP006704.1	CIRCULAR	3066816	3104112	6062703	JBHUMV010000006.1	103469	140755	GCA_042685145.1	Comamonas terrae	98.1473	96	0.615188
S	CP006704.1	CIRCULAR	3104113	3104644	6062703	JBHUMV010000006.1	100434	100965	GCA_042685145.1	Comamonas terrae	98.1473	96	0.00877496
-	CP006704.1	CIRCULAR	3104645	3115161	6062703	UFXL01000001.1	2948602	2959122	GCA_900461225.1	Comamonas testosteroni	96.4184	96	0.17347
S	CP006704.1	CIRCULAR	3115162	3115690	6062703	JBHUMV010000006.1	89388	89916	GCA_042685145.1	Comamonas terrae	99.811	96	0.00872548
-	CP006704.1	CIRCULAR	3115691	3121442	6062703	UFXL01000001.1	3029213	3034965	GCA_900461225.1	Comamonas testosteroni	96.8886	96	0.0948752
S	CP006704.1	CIRCULAR	3121443	3151777	6062703	JBHUMV010000006.1	53314	83635	GCA_042685145.1	Comamonas terrae	99.5352	96	0.500354
-	CP006704.1	CIRCULAR	3151778	3154586	6062703	UFXL01000001.1	3014192	3016999	GCA_900461225.1	Comamonas testosteroni	97.672	96	0.0463325
-	CP006704.1	CIRCULAR	3154587	3154697	6062703	UFXL01000001.1	2971852	2971962	GCA_900461225.1	Comamonas testosteroni	97.672	96	0.00183087
-	CP006704.1	CIRCULAR	3154698	3159194	6062703	AHIL01000056.1	1	4496	GCA_000241525.2	Comamonas testosteroni	98.5546	96	0.0741748
S	CP006704.1	CIRCULAR	3159195	3160580	6062703	JBHUMV010000006.1	44477	45862	GCA_042685145.1	Comamonas terrae	99.1342	96	0.0228611
-	CP006704.1	CIRCULAR	3160581	3166574	6062703	UFXL01000001.1	3023119	3029105	GCA_900461225.1	Comamonas testosteroni	92.1794	96	0.0988668
-	CP006704.1	CIRCULAR	3179119	3179375	6062703	UFXL01000001.1	3290778	3291034	GCA_900461225.1	Comamonas testosteroni	88.8442	96	0.00423903
-	CP006704.1	CIRCULAR	3179376	3180857	6062703	UFXL01000001.1	2006673	2008148	GCA_900461225.1	Comamonas testosteroni	88.8442	96	0.0244445
S	CP006704.1	CIRCULAR	3197406	3197823	6062703	JABBCQ020000010.1	2	419	GCA_012844455.2	Comamonas suwonensis	90.4535	96	0.00689461
S	CP006704.1	CIRCULAR	3197979	3198200	6062703	LIOM01000013.1	74512	74733	GCA_001418295.1	Comamonas thiooxydans	93.6937	96	0.00366173
S	CP006704.1	CIRCULAR	3198201	3198503	6062703	CBCSIW010000010.1	108219	108521	GCA_965139575.1	Comamonas aquatilis	90.1316	96	0.00499777
S	CP006704.1	CIRCULAR	3199060	3200200	6062703	CBCSIW010000010.1	109141	110279	GCA_965139575.1	Comamonas aquatilis	88.189	96	0.01882
S	CP006704.1	CIRCULAR	3200369	3200926	6062703	JAANES010000001.1	1366233	1366778	GCA_018292285.1	Comamonas brasiliensis	91.9355	96	0.00920382
-	CP006704.1	CIRCULAR	3200979	3204702	6062703	UFXL01000001.1	3036850	3040572	GCA_900461225.1	Comamonas testosteroni	92.7556	96	0.0614247
S	CP006704.1	CIRCULAR	3204703	3206562	6062703	JAANES010000001.1	1372685	1374582	GCA_018292285.1	Comamonas brasiliensis	88.7546	96	0.0306794
-	CP006704.1	CIRCULAR	3206816	3216704	6062703	UFXL01000001.1	3042689	3052569	GCA_900461225.1	Comamonas testosteroni	89.1342	96	0.163112
-	CP006704.1	CIRCULAR	3216850	3228270	6062703	UFXL01000001.1	3052630	3064048	GCA_900461225.1	Comamonas testosteroni	91.7031	96	0.188381
S	CP006704.1	CIRCULAR	3228271	3235316	6062703	JAANES010000001.1	1396155	1403252	GCA_018292285.1	Comamonas brasiliensis	92.7066	96	0.116219
S	CP006704.1	CIRCULAR	3235470	3235777	6062703	JAANES010000001.1	1411341	1411663	GCA_018292285.1	Comamonas brasiliensis	84.2105	96	0.00508024
S	CP006704.1	CIRCULAR	3235778	3235891	6062703	JAANES010000001.1	1411771	1411884	GCA_018292285.1	Comamonas brasiliensis	84.2105	96	0.00188035
S	CP006704.1	CIRCULAR	3235892	3236477	6062703	LIOM01000017.1	71400	71984	GCA_001418295.1	Comamonas thiooxydans	96.9283	96	0.00966566
S	CP006704.1	CIRCULAR	3236478	3236794	6062703	BBVD01000042.1	558	874	GCA_000964545.1	Comamonas thiooxydans	97.4763	96	0.00522869
-	CP006704.1	CIRCULAR	3236795	3238696	6062703	UFXL01000001.1	4149101	4150999	GCA_900461225.1	Comamonas testosteroni	86.4146	96	0.0313721
-	CP006704.1	CIRCULAR	3238697	3241740	6062703	UFXL01000001.1	4145887	4148949	GCA_900461225.1	Comamonas testosteroni	86.4146	96	0.0502086
S	CP006704.1	CIRCULAR	3241741	3244201	6062703	JAANES010000001.1	1417739	1420202	GCA_018292285.1	Comamonas brasiliensis	93.2443	96	0.0405925
S	CP006704.1	CIRCULAR	3244318	3331848	6062703	JAANES010000001.1	1474632	1562140	GCA_018292285.1	Comamonas brasiliensis	96.3026	96	1.44376
S	CP006704.1	CIRCULAR	3331871	3333811	6062703	JAANES010000001.1	1562288	1564234	GCA_018292285.1	Comamonas brasiliensis	90.7881	96	0.0320154
S	CP006704.1	CIRCULAR	3333898	3339818	6062703	JAANES010000001.1	1564252	1570166	GCA_018292285.1	Comamonas brasiliensis	90.4786	96	0.0976627
-	CP006704.1	CIRCULAR	3340966	3341755	6062703	UFXL01000001.1	3297788	3298577	GCA_900461225.1	Comamonas testosteroni	93.426	96	0.0130305
S	CP006704.1	CIRCULAR	3341776	3342583	6062703	JAANES010000001.1	1573927	1574732	GCA_018292285.1	Comamonas brasiliensis	88.3951	96	0.0133274
S	CP006704.1	CIRCULAR	3342584	3343172	6062703	LIOM01000005.1	18673	19260	GCA_001418295.1	Comamonas thiooxydans	89.1525	96	0.00971514
S	CP006704.1	CIRCULAR	3344496	3344764	6062703	CBCSIW010000002.1	7958	8223	GCA_965139575.1	Comamonas aquatilis	85.2941	96	0.00443696
S	CP006704.1	CIRCULAR	3344765	3344891	6062703	JAANES010000001.1	1604500	1604635	GCA_018292285.1	Comamonas brasiliensis	68.6131	96	0.00209478
S	CP006704.1	CIRCULAR	3344961	3346177	6062703	LIOM01000002.1	315465	316685	GCA_001418295.1	Comamonas thiooxydans	85.2846	96	0.0200736
S	CP006704.1	CIRCULAR	3346180	3346598	6062703	JAANES010000001.1	1577641	1578059	GCA_018292285.1	Comamonas brasiliensis	94.2721	96	0.00691111
-	CP006704.1	CIRCULAR	3346599	3348462	6062703	UFXL01000001.1	3300985	3302843	GCA_900461225.1	Comamonas testosteroni	90.0394	96	0.0307454
-	CP006704.1	CIRCULAR	3348463	3350895	6062703	UFXL01000001.1	3475495	3477940	GCA_900461225.1	Comamonas testosteroni	90.0394	96	0.0401306
-	CP006704.1	CIRCULAR	3350992	3351138	6062703	UFXL01000001.1	2169760	2169906	GCA_900461225.1	Comamonas testosteroni	86.5772	96	0.00242466
S	CP006704.1	CIRCULAR	3351139	3351512	6062703	JAANES010000001.1	1599936	1600309	GCA_018292285.1	Comamonas brasiliensis	93.8503	96	0.00616887
S	CP006704.1	CIRCULAR	3352518	3353011	6062703	JAANES010000001.1	1617039	1617530	GCA_018292285.1	Comamonas brasiliensis	94.7368	96	0.00814818
S	CP006704.1	CIRCULAR	3354540	3354930	6062703	JAANES010000001.1	1617531	1617921	GCA_018292285.1	Comamonas brasiliensis	93.0946	96	0.00644927
S	CP006704.1	CIRCULAR	3354972	3357275	6062703	CBCSIW010000004.1	344401	346705	GCA_965139575.1	Comamonas aquatilis	78.7243	96	0.0380029
S	CP006704.1	CIRCULAR	3357338	3358134	6062703	JAANES010000001.1	1618168	1618969	GCA_018292285.1	Comamonas brasiliensis	93.7733	96	0.013146
-	CP006704.1	CIRCULAR	3358164	3359676	6062703	UFXL01000001.1	2126740	2128265	GCA_900461225.1	Comamonas testosteroni	89.1361	96	0.0249559
S	CP006704.1	CIRCULAR	3359677	3360119	6062703	JAANES010000001.1	1623108	1623543	GCA_018292285.1	Comamonas brasiliensis	93.1419	96	0.00730697
S	CP006704.1	CIRCULAR	3360120	3361027	6062703	JAANES010000001.1	1624555	1625463	GCA_018292285.1	Comamonas brasiliensis	93.1419	96	0.0149768
S	CP006704.1	CIRCULAR	3361028	3361555	6062703	JAANES010000001.1	1625700	1626227	GCA_018292285.1	Comamonas brasiliensis	93.1419	96	0.00870899
S	CP006704.1	CIRCULAR	3362004	3364103	6062703	JAANES010000001.1	1626414	1628512	GCA_018292285.1	Comamonas brasiliensis	94.1905	96	0.034638
S	CP006704.1	CIRCULAR	3364125	3368475	6062703	JAANES010000001.1	1628660	1633008	GCA_018292285.1	Comamonas brasiliensis	94.2291	96	0.0717667
S	CP006704.1	CIRCULAR	3368476	3374590	6062703	JAANES010000001.1	1633443	1639635	GCA_018292285.1	Comamonas brasiliensis	94.2291	96	0.100863
S	CP006704.1	CIRCULAR	3374622	3379069	6062703	JAANES010000001.1	1639710	1644152	GCA_018292285.1	Comamonas brasiliensis	94.9191	96	0.0733666
S	CP006704.1	CIRCULAR	3379309	3420194	6062703	JAANES010000001.1	1644153	1685050	GCA_018292285.1	Comamonas brasiliensis	96.32	96	0.674386
S	CP006704.1	CIRCULAR	3423614	3453585	6062703	JAANES010000001.1	1685215	1715172	GCA_018292285.1	Comamonas brasiliensis	96.1556	96	0.494367
-	CP006704.1	CIRCULAR	3453586	3466385	6062703	UFXL01000001.1	3374138	3386984	GCA_900461225.1	Comamonas testosteroni	94.6288	96	0.211127
-	CP006704.1	CIRCULAR	3466432	3467536	6062703	UFXL01000001.1	3387185	3388290	GCA_900461225.1	Comamonas testosteroni	96.0217	96	0.0182262
-	CP006704.1	CIRCULAR	3468904	3472763	6062703	UFXL01000001.1	3389480	3393339	GCA_900461225.1	Comamonas testosteroni	94.42	96	0.063668
S	CP006704.1	CIRCULAR	3472764	3476137	6062703	CP125947.1	2330642	2334014	GCA_030064165.1	Comamonas resistens	96.147	96	0.0556517
S	CP006704.1	CIRCULAR	3476138	3476317	6062703	JAANES010000001.1	1737617	1737784	GCA_018292285.1	Comamonas brasiliensis	91.1111	96	0.00296897
