# ANI ranges report for assembly: GCA_002076835.1
# Submitted organism: Streptococcus pneumoniae (taxid = 1313, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus)
# Submitted Organism Has Type Assembly: Yes
# Best match: Streptococcus pneumoniae (taxid = 1313, rank = species, lineage = Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus)
# Status: CONFIRMED
# Confidence: HIGH
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	CP020549.1	CONTIG|CIRCULAR	1682225	1684975	2148350	LN831051.1	976364	979108	GCA_001457635.1	Streptococcus pneumoniae	92.9836	96	0.128052
-	CP020549.1	CONTIG|CIRCULAR	1684976	1685217	2148350	LN831051.1	975318	975559	GCA_001457635.1	Streptococcus pneumoniae	92.9836	96	0.0112645
-	CP020549.1	CONTIG|CIRCULAR	1685318	1687106	2148350	LN831051.1	971159	972946	GCA_001457635.1	Streptococcus pneumoniae	96.758	96	0.0832732
-	CP020549.1	CONTIG|CIRCULAR	1687514	1687696	2148350	LN831051.1	970659	970841	GCA_001457635.1	Streptococcus pneumoniae	97.8142	96	0.00851817
-	CP020549.1	CONTIG|CIRCULAR	1687697	1689825	2148350	JBRUDM010000005.1	122749	124874	GCA_053203845.1	Streptococcus pneumoniae	98.9667	96	0.0990993
-	CP020549.1	CONTIG|CIRCULAR	1690381	1691803	2148350	JBRUDM010000005.1	121282	122704	GCA_053203845.1	Streptococcus pneumoniae	97.2873	96	0.0662369
-	CP020549.1	CONTIG|CIRCULAR	1691804	1698449	2148350	JBRUDM010000005.1	114399	121044	GCA_053203845.1	Streptococcus pneumoniae	97.2873	96	0.309354
-	CP020549.1	CONTIG|CIRCULAR	1698622	1701489	2148350	JBRUDM010000005.1	111531	114398	GCA_053203845.1	Streptococcus pneumoniae	99.1052	96	0.133498
-	CP020549.1	CONTIG|CIRCULAR	1701490	1718072	2148350	JBRUDM010000005.1	93141	109741	GCA_053203845.1	Streptococcus pneumoniae	99.1052	96	0.771895
-	CP020549.1	CONTIG|CIRCULAR	1718073	1722997	2148350	JBRUDM010000005.1	86529	91453	GCA_053203845.1	Streptococcus pneumoniae	99.1052	96	0.229246
-	CP020549.1	CONTIG|CIRCULAR	1722998	1729777	2148350	JBRUDM010000005.1	77470	84249	GCA_053203845.1	Streptococcus pneumoniae	99.1052	96	0.315591
-	CP020549.1	CONTIG|CIRCULAR	1730189	1752878	2148350	JBRUDM010000005.1	54610	77280	GCA_053203845.1	Streptococcus pneumoniae	99.3257	96	1.05616
-	CP020549.1	CONTIG|CIRCULAR	1752879	1755549	2148350	LN831051.1	892521	895191	GCA_001457635.1	Streptococcus pneumoniae	99.5882	96	0.124328
-	CP020549.1	CONTIG|CIRCULAR	1755550	1768252	2148350	JBRUDM010000005.1	39010	51712	GCA_053203845.1	Streptococcus pneumoniae	98.2527	96	0.591291
-	CP020549.1	CONTIG|CIRCULAR	1768342	1786538	2148350	JBRUDM010000005.1	20808	39009	GCA_053203845.1	Streptococcus pneumoniae	99.3737	96	0.847022
-	CP020549.1	CONTIG|CIRCULAR	1786641	1796878	2148350	JBRUDM010000005.1	7470	17707	GCA_053203845.1	Streptococcus pneumoniae	99.6093	96	0.476552
-	CP020549.1	CONTIG|CIRCULAR	1796890	1799952	2148350	JBRUDM010000005.1	4349	7411	GCA_053203845.1	Streptococcus pneumoniae	99.6082	96	0.142575
-	CP020549.1	CONTIG|CIRCULAR	1800010	1804111	2148350	JBRUDM010000005.1	248	4348	GCA_053203845.1	Streptococcus pneumoniae	99.2686	96	0.190937
-	CP020549.1	CONTIG|CIRCULAR	1804306	1807693	2148350	JBRUDM010000042.1	130	3509	GCA_053203845.1	Streptococcus pneumoniae	99.3506	96	0.157702
-	CP020549.1	CONTIG|CIRCULAR	1807794	1809936	2148350	JBRUDM010000004.1	131002	133144	GCA_053203845.1	Streptococcus pneumoniae	99.4867	96	0.099751
-	CP020549.1	CONTIG|CIRCULAR	1809937	1810052	2148350	LN831051.1	827246	827361	GCA_001457635.1	Streptococcus pneumoniae	98.2759	96	0.00539949
-	CP020549.1	CONTIG|CIRCULAR	1810053	1810424	2148350	JBRUDM010000004.1	130628	130999	GCA_053203845.1	Streptococcus pneumoniae	97.0402	96	0.0173156
-	CP020549.1	CONTIG|CIRCULAR	1810425	1822642	2148350	JBRUDM010000004.1	78111	90282	GCA_053203845.1	Streptococcus pneumoniae	97.0402	96	0.568716
-	CP020549.1	CONTIG|CIRCULAR	1832094	1834018	2148350	JBRUDM010000004.1	75828	77753	GCA_053203845.1	Streptococcus pneumoniae	98.7539	96	0.0896036
-	CP020549.1	CONTIG|CIRCULAR	1834019	1834228	2148350	LN831051.1	812248	812457	GCA_001457635.1	Streptococcus pneumoniae	99.5238	96	0.00977494
-	CP020549.1	CONTIG|CIRCULAR	1834229	1846559	2148350	JBRUDM010000004.1	63467	75827	GCA_053203845.1	Streptococcus pneumoniae	98.7947	96	0.573975
-	CP020549.1	CONTIG|CIRCULAR	1846560	1848524	2148350	LN831051.1	797938	799902	GCA_001457635.1	Streptococcus pneumoniae	98.7277	96	0.0914655
-	CP020549.1	CONTIG|CIRCULAR	1848525	1850042	2148350	JBRUDM010000004.1	52435	53953	GCA_053203845.1	Streptococcus pneumoniae	99.4075	96	0.0706589
-	CP020549.1	CONTIG|CIRCULAR	1850043	1850319	2148350	LN831051.1	796143	796419	GCA_001457635.1	Streptococcus pneumoniae	98.1949	96	0.0128936
-	CP020549.1	CONTIG|CIRCULAR	1850320	1890936	2148350	JBRUDM010000004.1	11822	52434	GCA_053203845.1	Streptococcus pneumoniae	99.1507	96	1.89061
-	CP020549.1	CONTIG|CIRCULAR	1891323	1897227	2148350	LN831051.1	747701	753604	GCA_001457635.1	Streptococcus pneumoniae	97.1907	96	0.274862
-	CP020549.1	CONTIG|CIRCULAR	1897359	1898070	2148350	JBRUDM010000004.1	5016	5727	GCA_053203845.1	Streptococcus pneumoniae	100	96	0.0331417
-	CP020549.1	CONTIG|CIRCULAR	1898173	1904791	2148350	JBRUDM010000013.1	129	6735	GCA_053203845.1	Streptococcus pneumoniae	99.0938	96	0.308097
-	CP020549.1	CONTIG|CIRCULAR	1904892	1913355	2148350	JBRUDM010000013.1	7437	15902	GCA_053203845.1	Streptococcus pneumoniae	99.5039	96	0.393977
-	CP020549.1	CONTIG|CIRCULAR	1913356	1913474	2148350	LN831051.1	725210	725328	GCA_001457635.1	Streptococcus pneumoniae	96.6387	96	0.00553913
-	CP020549.1	CONTIG|CIRCULAR	1913475	1938021	2148350	JBRUDM010000013.1	15903	40442	GCA_053203845.1	Streptococcus pneumoniae	98.9736	96	1.1426
-	CP020549.1	CONTIG|CIRCULAR	1938027	1938202	2148350	LN831051.1	155372	155547	GCA_001457635.1	Streptococcus pneumoniae	99.4318	96	0.00819233
-	CP020549.1	CONTIG|CIRCULAR	1938304	1938510	2148350	JBRUDM010000021.1	30	237	GCA_053203845.1	Streptococcus pneumoniae	93.2692	96	0.0096353
-	CP020549.1	CONTIG|CIRCULAR	1938519	1945065	2148350	JBRUDM010000013.1	40443	46999	GCA_053203845.1	Streptococcus pneumoniae	96.0219	96	0.304746
S	CP020549.1	CONTIG|CIRCULAR	1945066	1945174	2148350	MWSM01000016.1	1926	2038	GCA_002087075.1	Streptococcus pseudopneumoniae	93.8053	96	0.00507366
-	CP020549.1	CONTIG|CIRCULAR	1945175	1946801	2148350	JBRUDM010000013.1	47000	48657	GCA_053203845.1	Streptococcus pneumoniae	97.6318	96	0.0757325
-	CP020549.1	CONTIG|CIRCULAR	1946802	1953333	2148350	JBRUDM010000013.1	48763	55294	GCA_053203845.1	Streptococcus pneumoniae	97.6318	96	0.304047
S	CP020549.1	CONTIG|CIRCULAR	1955917	1957226	2148350	JAIRCA020000009.1	76331	77647	GCA_020089495.2	Streptococcus hohhotensis	79.1225	96	0.060977
S	CP020549.1	CONTIG|CIRCULAR	1957888	1958714	2148350	JAIRCA020000009.1	78547	79373	GCA_020089495.2	Streptococcus hohhotensis	92.6417	96	0.0384947
-	CP020549.1	CONTIG|CIRCULAR	1958715	1958854	2148350	JBRUDM010000001.1	41434	41573	GCA_053203845.1	Streptococcus pneumoniae	96.4286	96	0.00651663
S	CP020549.1	CONTIG|CIRCULAR	1958855	1962687	2148350	AP026968.1	201272	205104	GCA_037076355.1	Streptococcus parapneumoniae	96.9247	96	0.178416
-	CP020549.1	CONTIG|CIRCULAR	1962795	1976547	2148350	JBRUDM010000009.1	348	14106	GCA_053203845.1	Streptococcus pneumoniae	99.3943	96	0.640166
-	CP020549.1	CONTIG|CIRCULAR	1976548	1976656	2148350	JBRUDM010000009.1	14231	14339	GCA_053203845.1	Streptococcus pneumoniae	99.3943	96	0.00507366
-	CP020549.1	CONTIG|CIRCULAR	1977308	1987353	2148350	JBRUDM010000009.1	14917	24964	GCA_053203845.1	Streptococcus pneumoniae	98.9558	96	0.467615
-	CP020549.1	CONTIG|CIRCULAR	1987354	1988825	2148350	LN831051.1	653618	655080	GCA_001457635.1	Streptococcus pneumoniae	95.112	96	0.0685177
-	CP020549.1	CONTIG|CIRCULAR	1989079	2000677	2148350	JBRUDM010000009.1	25028	36623	GCA_053203845.1	Streptococcus pneumoniae	99.431	96	0.539903
-	CP020549.1	CONTIG|CIRCULAR	2001271	2011559	2148350	JBRUDM010000009.1	36624	46904	GCA_053203845.1	Streptococcus pneumoniae	99.376	96	0.478926
-	CP020549.1	CONTIG|CIRCULAR	2011560	2013608	2148350	JBRUDM010000009.1	58060	60108	GCA_053203845.1	Streptococcus pneumoniae	99.376	96	0.0953755
-	CP020549.1	CONTIG|CIRCULAR	2014174	2017148	2148350	JBRUDM010000009.1	60163	63138	GCA_053203845.1	Streptococcus pneumoniae	99.3952	96	0.138478
-	CP020549.1	CONTIG|CIRCULAR	2017576	2020227	2148350	JBRUDM010000009.1	63193	65841	GCA_053203845.1	Streptococcus pneumoniae	98.6802	96	0.123444
-	CP020549.1	CONTIG|CIRCULAR	2020589	2024435	2148350	JBRUDM010000009.1	66333	70141	GCA_053203845.1	Streptococcus pneumoniae	98.1804	96	0.179068
-	CP020549.1	CONTIG|CIRCULAR	2024831	2034797	2148350	JBRUDM010000009.1	70286	80240	GCA_053203845.1	Streptococcus pneumoniae	98.9365	96	0.463937
-	CP020549.1	CONTIG|CIRCULAR	2035489	2037051	2148350	JBRUDM010000009.1	80484	82046	GCA_053203845.1	Streptococcus pneumoniae	99.732	96	0.0727535
-	CP020549.1	CONTIG|CIRCULAR	2037052	2037354	2148350	JBRUDM010000009.1	82113	82415	GCA_053203845.1	Streptococcus pneumoniae	99.732	96	0.0141038
-	CP020549.1	CONTIG|CIRCULAR	2037782	2038295	2148350	JBRUDM010000017.1	124	640	GCA_053203845.1	Streptococcus pneumoniae	96.37	96	0.0239253
-	CP020549.1	CONTIG|CIRCULAR	2038296	2044050	2148350	JBRUDM010000017.1	728	6482	GCA_053203845.1	Streptococcus pneumoniae	96.37	96	0.26788
-	CP020549.1	CONTIG|CIRCULAR	2044052	2044154	2148350	LN831051.1	765866	765968	GCA_001457635.1	Streptococcus pneumoniae	97.0874	96	0.00479438
-	CP020549.1	CONTIG|CIRCULAR	2044169	2057899	2148350	JBRUDM010000017.1	6483	20216	GCA_053203845.1	Streptococcus pneumoniae	98.6678	96	0.639142
-	CP020549.1	CONTIG|CIRCULAR	2058247	2074010	2148350	JBRUDM010000017.1	20217	36006	GCA_053203845.1	Streptococcus pneumoniae	99.0755	96	0.733772
-	CP020549.1	CONTIG|CIRCULAR	2074265	2085459	2148350	JBRUDM010000017.1	36007	47208	GCA_053203845.1	Streptococcus pneumoniae	99.4466	96	0.521098
-	CP020549.1	CONTIG|CIRCULAR	2085460	2085590	2148350	LN831051.1	558967	559097	GCA_001457635.1	Streptococcus pneumoniae	99.2366	96	0.0060977
-	CP020549.1	CONTIG|CIRCULAR	2085591	2088847	2148350	JBRUDM010000011.1	2	3263	GCA_053203845.1	Streptococcus pneumoniae	98.4064	96	0.151605
-	CP020549.1	CONTIG|CIRCULAR	2089365	2097210	2148350	JBRUDM010000011.1	3264	11104	GCA_053203845.1	Streptococcus pneumoniae	98.8022	96	0.365211
S	CP020549.1	CONTIG|CIRCULAR	2097225	2097391	2148350	CAOKTW010000004.1	302536	302702	GCA_948472335.1	Streptococcus bouchesdurhonensis	92.8144	96	0.00777341
S	CP020549.1	CONTIG|CIRCULAR	2098572	2098987	2148350	AP026968.1	2277344	2277759	GCA_037076355.1	Streptococcus parapneumoniae	88.5167	96	0.0193637
-	CP020549.1	CONTIG|CIRCULAR	2099789	2100170	2148350	LN831051.1	547021	547402	GCA_001457635.1	Streptococcus pneumoniae	99.4764	96	0.0177811
-	CP020549.1	CONTIG|CIRCULAR	2100171	2100290	2148350	JBRUDM010000011.1	12009	12098	GCA_053203845.1	Streptococcus pneumoniae	66.6667	96	0.00558568
-	CP020549.1	CONTIG|CIRCULAR	2100291	2100647	2148350	LN831051.1	546664	547020	GCA_001457635.1	Streptococcus pneumoniae	96.3585	96	0.0166174
-	CP020549.1	CONTIG|CIRCULAR	2100648	2101248	2148350	JBRUDM010000011.1	12474	13062	GCA_053203845.1	Streptococcus pneumoniae	84.2365	96	0.027975
-	CP020549.1	CONTIG|CIRCULAR	2101400	2104342	2148350	JBRUDM010000011.1	13235	16194	GCA_053203845.1	Streptococcus pneumoniae	99.1867	96	0.136989
-	CP020549.1	CONTIG|CIRCULAR	2104343	2120686	2148350	JBRUDM010000011.1	16516	32857	GCA_053203845.1	Streptococcus pneumoniae	99.1867	96	0.76077
-	CP020549.1	CONTIG|CIRCULAR	2120781	2141228	2148350	JBRUDM010000011.1	34338	54785	GCA_053203845.1	Streptococcus pneumoniae	99.7453	96	0.9518
-	CP020549.1	CONTIG|CIRCULAR	2141229	2141978	2148350	JBRUDM010000011.1	55285	56033	GCA_053203845.1	Streptococcus pneumoniae	99.7453	96	0.0349105
-	CP020549.1	CONTIG|CIRCULAR	2142312	2148350	2148350	JBRUDM010000011.1	56034	62072	GCA_053203845.1	Streptococcus pneumoniae	99.6191	96	0.281099
